Tweet
"('RT @ZAMENZA: Arthur Aguiar já tem 3 haters prontos pro hate. #BBB22 https://t.co/EuceWLw47M',)"
"('RT @pjuliana_: Lá vai eu torcer pro arthur Aguiar e se ele pegar alguém lá dentro vou passar pano sim, a mulher dele passou 16!',)"
"('@MahOsorio não precisa de mais ninguém além do mito arthur aguiar',)"
"('minha torcida vai pro entretenimento, e ao que tudo indica Arthur Aguiar vai ser o responsável pela minha felicidade',)"
"('mais fiel que o arthur aguiar, só eu',)"
"('ainda sem entender o desaplauso de arthur aguiar sendo anunciado no meio dos pipocas e ainda antes da novela que ele fez',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('Se fiuk chato pra caralho foi finalista imagina Arthur Aguiar que esse sim parece ter carisma. Problema de ser mulh… https://t.co/psDEiRaMq0',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('RT @thomassantanas: O Arthur Aguiar kkkkkkkkkkkkk',)"
"('RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…',)"
"('Arthur Aguiar no bbb anem,será que a esposa dele ganhará seu 17 chifre ?',)"
"('Arthur aguiar no BBB só tem duas opções \nOu ele vai se fingir de mocinho e nem olhar pras meninas\nOu vai fazer amiz… https://t.co/gY1FCLgEAx',)"
"('RT @anttrindade: remake de avenida brasil a globo pegou o arthur aguiar pra fazer parte do cenário do lixão da mãe lucinda',)"
"('muito estranho o arthur aguiar no bbb e também paticipando dessa reprise de malhação 🤔',)"
"('RT @choquei: 🚨O camarote Arthur Aguiar está confirmado no #BBB22 https://t.co/PfiJ84WfpL',)"
"('RT @yanscavila: se o arthur aguiar nao trair nessa edição vou ficar puto',)"
"('RT @gugaoshow: Arthur Aguiar confirmado!!! https://t.co/ir4sG83Kby',)"
"('#BBB22 é mentira do @boninho gente, o Arthur Aguiar não vai não, ele tá lá na malhação é só fic do boninho pra esqu… https://t.co/xcdUmPA2En',)"
"('RT @etserbu: 8° ARTHUR AGUIAR, 32 ANOS, ATOR E CANTOR, RJ \n\n1° camarote. \n\nmayra cardi vai precisar dum colar cervical pra aguentar o peso…',)"
"('RT @Rwalkers: Arthur aguiar confirmado a mayara cardi sendo traída ao vivo no BBB vem ai',)"
"('O Arthur Aguiar correndo atrás de mais uma oportunidade de ser cancelado kkkkk https://t.co/INQJt0WdP6',)"
"('Não dou nem 10 dias pro Arthur Aguiar paquerar naquela casa #BBB22',)"
"('RT @ZAMENZA: O Arthur Aguiar não tá nem aí pro prêmio. Entrou pra limpar a imagem. Vai com um roteiro pronto de príncipe desconstruído. Seu…',)"
"('A globo forçando um Arthur Aguiar na malhação pra dar uma abafada não vida pessoal dele',)"
"('RT @chicobarney: Arthur Aguiar no #BBB22 é o Brasil feliz de novo. Golaço.',)"
"('arthur aguiar vc teria coragem de trair em rede nacional? teria',)"
"('Luciano primeiro pipoca eliminado\nArthur Aguiar primeiro camarote eliminado',)"
"('RT @sitetvpop: O primeiro participante confirmado do Camarote do #BBB22 é o Arthur Aguiar. 32 anos, ator, cantor e traiu a mulher 16 vezes.…',)"
"('Quem votar pro Arthur Aguiar sair, é inimigo Entretenimento e não gosta de se divertir',)"
"('mulheres contra arthur aguiar no primeiro paredão: 1 membro',)"
"('RT @maiconkusterk: arthur aguiar vai trair a esposa quantas vezes no bbb?',)"
"('@bbb #bbb2022 #BBB22 #MoonKnight #ScreamMovie juliette Arthur Aguiar mayra eliezer Selena Gomes Sarah… https://t.co/gIDJQpmrra',)"
"('RT @pretademaiss: O ARTHUR AGUIAR TÁ NA CHAMADA DO BBB22 DIZENDO QUE É UMA PESSOA MUITO TRANSPARENTE KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK…',)"
"('RT @ChuairiR: @legadaodamassa Provas de resistência personalizadas:\n\nLuciano: 30 minutos sem punheta\nArthur Aguiar: 2 horas sem trair a mul…',)"
"('#BBB22 Natália Bárbara Arthur Aguiar Rodrigo Jessilane Eslôvenia Lucas Luciano Laís Eliezer Pipoca Camarote boom https://t.co/SfIxIx3T2r',)"
"('RT @faleiuai: 🚨🚨Arthur Aguiar: Meses depois de retomar seu casamento com a influenciadora e ex-BBB Mayra Cardi e investir na carreira de ca…',)"
"('RT @newscolina: Infiel e flamenguista. Se existe um padrão de homem pra você nunca ter relações, esse padrão se chama Arthur Aguiar.',)"
"('RT @florapaulita: arthur aguiar deve ir somente para um paredão pois será eliminado no mesmo (é o minimo)',)"
"('Arthur Aguiar no BBB pra mulher não ser corna só na internet e ser corna tbm em rede nacional',)"
"('RT @maiconkusterk: arthur aguiar vai trair a esposa quantas vezes no bbb?',)"
"('já até imagino Arthur Aguiar e Jade Picon, mestres na prática de chifrar',)"
"('Arthur Aguiar, corajoso ou desesperado? Kkkkkkkkk fica aí a dúvida',)"
"('já comecei tacar hate no Arthur Aguiar\n\n#bbb22 https://t.co/s451YcycLQ',)"
"('@nogmilena @IC3P1KA o nosso arthur aguiar',)"
"('Não basta ver Arthur Aguiar no bbb tem q ver em malhação também pqp',)"
"('@madcarolina arthur aguiar no BBB, como você se sente?',)"
"('RT @folkgirls: queria entender essa lógica das chamadas porque do nada meteram um arthur aguiar entre os pipocas https://t.co/i7JRslFzmV',)"
"('RT @rogercipo: Previsão: Eliezer será um Tiago Iorc para Arthur Aguiar que fará seus bom VT pedindo desculpas por trair, por ser tóxico, de…',)"
"('RT @lil_vinicinho: 🚨Vaza vídeo íntimo de Arthur Aguiar, do grupo Camarote, onde o cantor supostamente estaria no quarto do hotel com 6 mulh…',)"
"('RT @vinnisserrao: Tomara que o Arthur Aguiar meta muito é chifre na Mayra Cardi no BBB pra ela parar de ser lesa, cansei de ter empatia',)"
"('me julguem, mais eu gosto do arthur aguiar \U0001f972',)"
"('RT @FlaDaNacao_: ""cadê o arthur?"" \n\nmayra cardi: ta na luta \n\nathur aguiar no ringue: https://t.co/VZ0fRiXJg5',)"
"('RT @ThomasThayrine: Arthur Aguiar no big brother brasil vai ser que nem o nego do borel na fazenda, vai entrar pra limpar a barra e sair pi…',)"
"('RT @FlaDaNacao_: como o arthur aguiar ta na TV e no hotel ao mesmo tempo? \n\njá estão dando vantagem pra ele',)"
"('RT @JhonyMazotto: Por enquanto gostei da Jessilane e da Eslovênia do bbb22. Sobre o Arthur Aguiar, tô só as risadinhas da Inês Brasil na re…',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('RT @bbb: Arthur Aguiar, do #BBB22, é ex-Rebelde, foi atleta e é casado com a influenciadora e ex-BBB Mayra Cardi 👉https://t.co/rJQ7BFKbqg #…',)"
"('#ISTOÉGENTE Depois de sete nomes de anônimos, os pipocas, serem divulgados, a Globo anunciou Arthur Aguiar como o p… https://t.co/9lvZh6zyab',)"
"('RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: \n\n- Traiu Mayra Cardi 16 vezes;\n- Participou da versão b…',)"
"('RT @ComentaLeo_: O Arthur Aguiar na novela 🗣️',)"
"('O Arthur Aguiar deveria ser chamado pro brincando com fogo, e não pro #BBB22',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('RT @maiconkusterk: arthur aguiar vai trair a esposa quantas vezes no bbb?',)"
"('já pode começar o bolão pra adivinhar em quantos dias arthur aguiar trai a mulher lá dentro?',)"
"('RT @paposfut: ARTHUR AGUIAR E LUCIANO DA PUTARIA NA MESMA CASA VAI SER COISA DE MALUCO https://t.co/5w8ZFKJeg3',)"
"('uhhh ninguém sabia q o arthur aguiar n ia entrar',)"
"('Arthur Aguiar teve essa coragem mesmo',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('RT @NazareAmarga: Arthur Aguiar no BBB e a primeira prova de resistência é ver quanto tempo ele aguenta ficar sem trair a mulher dele #BBB22',)"
"('arthur aguiar puto tesudo gostoso entrando pra história quando colocar a décima sétima gaia nessa tal de mayara car… https://t.co/7xS0e9LWiG',)"
"('veio arthur aguiar mesmo',)"
"('o Arthur Aguiar 🤢',)"
"('RT @NazareAmarga: Arthur Aguiar no BBB e a primeira prova de resistência é ver quanto tempo ele aguenta ficar sem trair a mulher dele #BBB22',)"
"('RT @alaritweeta: o Arthur Aguiar cantando as músicas do rebelde todo dia lá dentro pra reconquistar seu público teen https://t.co/dLCGwdZ4iJ',)"
