Tweet,Translate,Emoji,Sentiment
"Mas uma coisa é certa, oque Arthur Aguiar vai trair é brincadeira https://t.co/ewLcq9fefr","Mas uma coisa é certa, oque Arthur Aguiar vai trair é brincadeira https://t.co/ewLcq9fefr",set(),0.0
"RT @RickSouza: Perceberam uma coisa nas chamadas até agora, né? Todo mundo gravou no cenário virtual da Globo, menos o Arthur Aguiar... pel…","RT @RickSouza: Perceberam uma coisa nas chamadas até agora, né? Todo mundo gravou no cenário virtual da Globo, menos o Arthur Aguiar... pel…",set(),0.0
RT @zezomestalkeia: Já pode votar no Arthur Aguiar???,RT @zezomestalkeia: Já pode votar no Arthur Aguiar???,set(),0.0
RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,set(),0.0
@sonteiroo nada mais salva pedro scooby e arthur aguiar puro suco do machismo heterotopzera,@sonteiroo nada mais salva pedro scooby e arthur aguiar puro suco do machismo heterotopzera,set(),0.0
@iS2tayrlorswift brunna a esposa da ludmilla amg e arthur aguiar,@iS2tayrlorswift brunna a esposa da ludmilla amg e arthur aguiar,set(),0.0
"RT @Pilantra___: Arthur Aguiar ta REALMENTE no BBB 🤡 eu jurei que seria meme, cancela oo camarote porque JA DEU TUDO ERRADO 
#BBB22 https:/…","RT @Pilantra___: Arthur Aguiar ta REALMENTE no BBB 🤡 eu jurei que seria meme, cancela oo camarote porque JA DEU TUDO ERRADO 
#BBB22 https:/…",{'🤡'},0.0
Arthur Aguiar véi?,Arthur Aguiar véi?,set(),0.0
"alguém pelo amor de deus vira tô Arthur Aguiar e fala ""tu não é o cara que traiu a esposa 16 vezes?"" POR FAVOR","alguém pelo amor de deus vira tô Arthur Aguiar e fala ""tu não é o cara que traiu a esposa 16 vezes?"" POR FAVOR",set(),0.0
Pedro Scooby está confirmado no camarote do #BBB22; veja lista! https://t.co/jSsyxDbccV #BBB https://t.co/rDUUeYaeBD,Pedro Scooby está confirmado no camarote do #BBB22; veja lista! https://t.co/jSsyxDbccV #BBB https://t.co/rDUUeYaeBD,set(),0.0
"RT @brunomemeguy: Arthur Aguiar e Pedro Scooby vão ser os novos Babu e Prior do BBB.

Uma dupla de homens empoderados e bem resolvidos com…","RT @brunomemeguy: Arthur Aguiar e Pedro Scooby vão ser os novos Babu e Prior do BBB.

Uma dupla de homens empoderados e bem resolvidos com…",set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
"RT @brunomemeguy: Arthur Aguiar e Pedro Scooby vão ser os novos Babu e Prior do BBB.

Uma dupla de homens empoderados e bem resolvidos com…","RT @brunomemeguy: Arthur Aguiar e Pedro Scooby vão ser os novos Babu e Prior do BBB.

Uma dupla de homens empoderados e bem resolvidos com…",set(),0.0
O que o Arthur Aguiar vai aprontar e trair nesse bbb n tá escrito KKKKKKK mais um vítima da sociedade,O que o Arthur Aguiar vai aprontar e trair nesse bbb n tá escrito KKKKKKK mais um vítima da sociedade,set(),0.0
"RT @oestagiario: ARTHUR AGUIAR DECIDIU ENTRAR CASADO!

Isso é muito grande, irmão!

Ele vai pra resistência! https://t.co/UYvcszc4xZ","RT @oestagiario: ARTHUR AGUIAR DECIDIU ENTRAR CASADO!

Isso é muito grande, irmão!

Ele vai pra resistência! https://t.co/UYvcszc4xZ",set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @goddssmoon: Arthur Aguiar vai ensinar como mete 10 chifres e ainda é visto como vítima da sociedade,RT @goddssmoon: Arthur Aguiar vai ensinar como mete 10 chifres e ainda é visto como vítima da sociedade,set(),0.0
RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…,RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…,set(),0.0
meu Deus a galera desenterrando o tt kakakakakakaka alguém tira o arthur aguiar de lá,meu Deus a galera desenterrando o tt kakakakakakaka alguém tira o arthur aguiar de lá,set(),0.0
"RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: 

- Traiu Mayra Cardi 16 vezes;
- Participou da versão b…","RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: 

- Traiu Mayra Cardi 16 vezes;
- Participou da versão b…",set(),0.5
RT @1berttu: arthur aguiar é esse aqui? https://t.co/IiwqppkJcl,RT @1berttu: arthur aguiar é esse aqui? https://t.co/IiwqppkJcl,set(),0.0
se o arthur aguiar não trair a esposa vai ser decepcionante,se o arthur aguiar não trair a esposa vai ser decepcionante,set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
RT @legraton: quantas mais vezes sera que esse Arthur Aguiar vai trair dentro do programa? 🤪,RT @legraton: quantas mais vezes sera que esse Arthur Aguiar vai trair dentro do programa? 🤪,{'🤪'},0.0
"RT @Pilantra___: Arthur Aguiar ta REALMENTE no BBB 🤡 eu jurei que seria meme, cancela oo camarote porque JA DEU TUDO ERRADO 
#BBB22 https:/…","RT @Pilantra___: Arthur Aguiar ta REALMENTE no BBB 🤡 eu jurei que seria meme, cancela oo camarote porque JA DEU TUDO ERRADO 
#BBB22 https:/…",{'🤡'},0.0
Será que o Arthur Aguiar vai trair a Maíra lá no bbb ? Kkkkk mds,Será que o Arthur Aguiar vai trair a Maíra lá no bbb ? Kkkkk mds,set(),0.0
RT @narsspovith: arthur aguiar e pedro scooby no bbb agr ta faltando um agiota um nazista e o filho do bolsonaro q vcs amam,RT @narsspovith: arthur aguiar e pedro scooby no bbb agr ta faltando um agiota um nazista e o filho do bolsonaro q vcs amam,set(),0.0
"RT @Davidvilhena_: Gil, Sarah e Juliette acabam de entrar no bbb. Buguei aqui kkk 
#BBB22 
Big Brother Brasil / BBB 🤡/ Arthur Aguiar / Juli…","RT @Davidvilhena_: Gil, Sarah e Juliette acabam de entrar no bbb. Buguei aqui kkk 
#BBB22 
Big Brother Brasil / BBB 🤡/ Arthur Aguiar / Juli…",{'🤡'},0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
"RT @Yuri02888230: @mamorettoo @joaoluizpedrosa Arthur Aguiar: ""... mostrar mais do meu lado atleta...""
Modalidade: Plantação de Chifre","RT @Yuri02888230: @mamorettoo @joaoluizpedrosa Arthur Aguiar: ""... mostrar mais do meu lado atleta...""
Modalidade: Plantação de Chifre",set(),0.0
"Grupo sobre BBB 
https://t.co/ZpUXMhNOzc
Big Brother Brasil Pipoca  mc loma  jade picao Boninho Arthur Aguiar Kefer… https://t.co/otQ7DFa4TH","Grupo sobre BBB 
https://t.co/ZpUXMhNOzc
Big Brother Brasil Pipoca  mc loma  jade picao Boninho Arthur Aguiar Kefer… https://t.co/otQ7DFa4TH",set(),0.0
"RT @newscolina: Infiel e flamenguista. Se existe um padrão de homem pra você nunca ter relações, esse padrão se chama Arthur Aguiar.","RT @newscolina: Infiel e flamenguista. Se existe um padrão de homem pra você nunca ter relações, esse padrão se chama Arthur Aguiar.",set(),0.0
"RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: 

- Traiu Mayra Cardi 16 vezes;
- Participou da versão b…","RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: 

- Traiu Mayra Cardi 16 vezes;
- Participou da versão b…",set(),0.5
RT @thomassantanas: O Arthur Aguiar kkkkkkkkkkkkk,RT @thomassantanas: O Arthur Aguiar kkkkkkkkkkkkk,set(),0.05
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
Scooby e Arthur aguiar já passou do meu limite de bbb,Scooby e Arthur aguiar já passou do meu limite de bbb,set(),0.0
RT @luscas: ARTHUR AGUIAR PRIMEIRO CAMAROTE CONFIRMADO NO BBB 🗣 https://t.co/18jMimZO9B,RT @luscas: ARTHUR AGUIAR PRIMEIRO CAMAROTE CONFIRMADO NO BBB 🗣 https://t.co/18jMimZO9B,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @pequenacyn: Arthur Aguiar já sou totalmente contra,RT @pequenacyn: Arthur Aguiar já sou totalmente contra,set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
torcendo pro pedro scooby brigar com o arthur aguiar e elas duas aqui fora ficar batendo boca na internet https://t.co/Iy0WI6iHZ9,torcendo pro pedro scooby brigar com o arthur aguiar e elas duas aqui fora ficar batendo boca na internet https://t.co/Iy0WI6iHZ9,set(),0.0
RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS,RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS,set(),0.05
"RT @webtvbrasileira: 😂 Ele entrou, seuscu! Sera que Arturito vai comer escondido? 😋ou🤮 vai perder ou ganhar seguidores?

#BIGDAY 🗓 • Arthur…","RT @webtvbrasileira: 😂 Ele entrou, seuscu! Sera que Arturito vai comer escondido? 😋ou🤮 vai perder ou ganhar seguidores?

#BIGDAY 🗓 • Arthur…","{'😋', '🤮', '😂'}",0.0
"Favs
#1. Luciano [=]
#2. Jessilane [=]
#3. Eslovênia [=]
#4. Vinicius [new]
#5. Bárbara [-1]
#6. Natália [-1]
#7. L… https://t.co/LGwNb6g0On","Favs
#1. Luciano [=]
#2. Jessilane [=]
#3. Eslovênia [=]
#4. Vinicius [new]
#5. Bárbara [-1]
#6. Natália [-1]
#7. L… https://t.co/LGwNb6g0On",set(),0.40909090909090906
"RT @alinearcary1: camarote fraquissimo do bbb, esperava mc loma ganhei pedro scooby, espera alvaro ganhei arthur aguiar. boninho faz alguma…","RT @alinearcary1: camarote fraquissimo do bbb, esperava mc loma ganhei pedro scooby, espera alvaro ganhei arthur aguiar. boninho faz alguma…",set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
Gente que corajoso esse Arthur Aguiar né,Gente que corajoso esse Arthur Aguiar né,set(),0.0
"RT @acostumadinha: 🎬 Arthur Aguiar 
- 32 anos 
- Ator 
- Rio de Janeiro 
- IG: arthuraguiar https://t.co/tQZnvNGBJu","RT @acostumadinha: 🎬 Arthur Aguiar 
- 32 anos 
- Ator 
- Rio de Janeiro 
- IG: arthuraguiar https://t.co/tQZnvNGBJu",{'🎬'},0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
"RT @Davidvilhena_: Gil, Sarah e Juliette acabam de entrar no bbb. Buguei aqui kkk 
#BBB22 
Big Brother Brasil / BBB 🤡/ Arthur Aguiar / Juli…","RT @Davidvilhena_: Gil, Sarah e Juliette acabam de entrar no bbb. Buguei aqui kkk 
#BBB22 
Big Brother Brasil / BBB 🤡/ Arthur Aguiar / Juli…",{'🤡'},0.0
RT @marimoraisq: Arthur Aguiar cara que merda é essa,RT @marimoraisq: Arthur Aguiar cara que merda é essa,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
