Tweet,Translate,Emoji,Sentiment
vamos manter o arthur aguiar até o top 7 pra ver quantas vezes ele trai a mayara quero ver as desculpas coach que ela vai dar,vamos manter o arthur aguiar até o top 7 pra ver quantas vezes ele trai a mayara quero ver as desculpas coach que ela vai dar,set(),0.5
RT @_felipediass_: esperava jade picão recebeu arthur aguiar #BBB22 https://t.co/7DBU9Emloi,RT @_felipediass_: esperava jade picão recebeu arthur aguiar #BBB22 https://t.co/7DBU9Emloi,set(),0.0
RT @tiiagoaalves: opinião impopular: não quero q arthur aguiar saia tão cedo pois o potencial de chifre ali dentro é entretenimento sim,RT @tiiagoaalves: opinião impopular: não quero q arthur aguiar saia tão cedo pois o potencial de chifre ali dentro é entretenimento sim,set(),0.0
RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
é arthur aguiar chifrando alguém em qualquer horário da programação da globo,é arthur aguiar chifrando alguém em qualquer horário da programação da globo,set(),0.0
"Agora vamos para os 9 camarotes! 

Arthur Aguiar ✅
Jade Picon
Pedro Scooby
Linn da Quebrada
Brunna Gonçalves 
Tiago… https://t.co/Yub9VaoztD","Agora vamos para os 9 camarotes! 

Arthur Aguiar ✅
Jade Picon
Pedro Scooby
Linn da Quebrada
Brunna Gonçalves 
Tiago… https://t.co/Yub9VaoztD",{'✅'},0.0
arthur aguiar. na dúvida se vai pagar de desconstruído arrependido ou se vai ficar com a barbara… https://t.co/4hTXR6xciG,arthur aguiar. na dúvida se vai pagar de desconstruído arrependido ou se vai ficar com a barbara… https://t.co/4hTXR6xciG,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
RT @gabopantaleao: O Arthur Aguiar se segurando pra não trair a esposa no BBB https://t.co/tR7jNokX4K,RT @gabopantaleao: O Arthur Aguiar se segurando pra não trair a esposa no BBB https://t.co/tR7jNokX4K,set(),0.05
"RT @zabelinhan: ""a prova de resistência dele vai ser não trair a esposa em 3 meses ao vivo""
 Arthur Aguiar no BBB*","RT @zabelinhan: ""a prova de resistência dele vai ser não trair a esposa em 3 meses ao vivo""
 Arthur Aguiar no BBB*",set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
"RT @bchartsnet: 🚨 Vítima da sociedade, Arthur Aguiar é mais um participante do camarote do #BBB22. O ex-rebelde diz que só vai sair das pro…","RT @bchartsnet: 🚨 Vítima da sociedade, Arthur Aguiar é mais um participante do camarote do #BBB22. O ex-rebelde diz que só vai sair das pro…",{'🚨'},0.0
ARTHUR AGUIAR????? HAHAHAHA já pode votar pra sair??,ARTHUR AGUIAR????? HAHAHAHA já pode votar pra sair??,set(),0.2
"É claro que o arthur aguiar só quis entrar no bbb pra limpar a imagem dele, quem concorda respira","É claro que o arthur aguiar só quis entrar no bbb pra limpar a imagem dele, quem concorda respira",set(),0.0
"RT @garotxdoblogofc: O Arthur Aguiar no bbb vai fornecer dois entretenimento, ele lá dentro e a mayra Cardi aqui fora","RT @garotxdoblogofc: O Arthur Aguiar no bbb vai fornecer dois entretenimento, ele lá dentro e a mayra Cardi aqui fora",set(),0.05
RT @gabopantaleao: O Arthur Aguiar se segurando pra não trair a esposa no BBB https://t.co/tR7jNokX4K,RT @gabopantaleao: O Arthur Aguiar se segurando pra não trair a esposa no BBB https://t.co/tR7jNokX4K,set(),0.05
RT @carstarkov: o arthur aguiar chegando pra ver quantas vezes consegue trair a mulher,RT @carstarkov: o arthur aguiar chegando pra ver quantas vezes consegue trair a mulher,set(),0.05
"RT @jojomentiu: “E do camarote já conhecemos Arthur Aguiar” 

Conhecemos pra mandar embora","RT @jojomentiu: “E do camarote já conhecemos Arthur Aguiar” 

Conhecemos pra mandar embora",set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
RT @akagomes: eu estou TORCENDO pro Arthur Aguiar meter um CHIFRÃO na mulher dele só pelo discurso dela de vítima da sociedade,RT @akagomes: eu estou TORCENDO pro Arthur Aguiar meter um CHIFRÃO na mulher dele só pelo discurso dela de vítima da sociedade,set(),0.0
"RT @cleangabi: cara, se o pedro scooby também estiver, assim como o arthur aguiar foi confirmado, esse bbb tem tudo pra ser o maior, porque…","RT @cleangabi: cara, se o pedro scooby também estiver, assim como o arthur aguiar foi confirmado, esse bbb tem tudo pra ser o maior, porque…",set(),0.0
Ninguém explica o Arthur Aguiar https://t.co/bsOE9JQN2M,Ninguém explica o Arthur Aguiar https://t.co/bsOE9JQN2M,set(),0.0
"RT @garotxdoblogofc: O Arthur Aguiar no bbb vai fornecer dois entretenimento, ele lá dentro e a mayra Cardi aqui fora","RT @garotxdoblogofc: O Arthur Aguiar no bbb vai fornecer dois entretenimento, ele lá dentro e a mayra Cardi aqui fora",set(),0.05
"RT @camilavicentea: O Arthur Aguiar tá sendo cancelado por simplesmente não ser egoista, pq amar somente uma pessoa, se ele pode amar vária…","RT @camilavicentea: O Arthur Aguiar tá sendo cancelado por simplesmente não ser egoista, pq amar somente uma pessoa, se ele pode amar vária…",set(),0.05
"RT @Mariowe47551394: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @Mariowe47551394: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
RT @whomath: o luciano falando sobre monogamia e poligamia com o arthur aguiar lá dentro do bbb 😭,RT @whomath: o luciano falando sobre monogamia e poligamia com o arthur aguiar lá dentro do bbb 😭,{'😭'},0.05
chocada que o arthur aguiar realmente vai #BBB22,chocada que o arthur aguiar realmente vai #BBB22,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @acostumadinha: medo de cair no papo do arthur aguiar e terminar o bbb22 dizendo que ele é uma vítima da sociedade,RT @acostumadinha: medo de cair no papo do arthur aguiar e terminar o bbb22 dizendo que ele é uma vítima da sociedade,set(),0.0
arthur aguiar vai sar do bbb com uma nova música de x traições pra mayra cardi,arthur aguiar vai sar do bbb com uma nova música de x traições pra mayra cardi,set(),0.0
RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,set(),0.0
"RT @cleangabi: galera sem essa de tirar o arthur aguiar cedo, deixa ele lá dando entretenimento e traindo a mayra, ele é uma vitima da soci…","RT @cleangabi: galera sem essa de tirar o arthur aguiar cedo, deixa ele lá dando entretenimento e traindo a mayra, ele é uma vitima da soci…",set(),0.0
"RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…","RT @SucoDeFruta2019: @legadaodamassa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem trai…",set(),0.0
"RT @choquei: Arthur Aguiar disse que tem dificuldade de expressar sentimentos e que não aprendeu a fazer isso, mas que a Mayra Cardi tem o…","RT @choquei: Arthur Aguiar disse que tem dificuldade de expressar sentimentos e que não aprendeu a fazer isso, mas que a Mayra Cardi tem o…",set(),0.0
RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,RT @chicobarney: Arthur Aguiar é a primeira celebridade que entra cancelada no #BBB22. Isso era uma tradição apenas de #AFazenda.,set(),0.0
