Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"🐩 Parciais do Cachorrão 🐩

1° Parcial
12:30h

🎲 • #ForaDouglas - 45.7%
💸 • #ForaNaiara - 44.8%
✨ • #ForaArthur - 9.… https://t.co/dkNoZhPyd7","{'💸', '✨', '🐩', '🎲'}",'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['parciais', 'do', 'cachorrão', 'parcial', 'h']","['parciais', 'do', 'cachorrão', 'parcial', 'h']",bbb,164
"Se não joga reclama, se joga reclama !
Twitter é um limbo mesmo hein slc!

Se o DG #JadeBBB #BBBFOIENCERRADO… https://t.co/x7AUaQPVTk",set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['se', 'joga', 'reclama', 'não', 'twitter', 'é', 'um', 'limbo', 'mesmo', 'hein', 'slc', 'o', 'dg']","['se', 'joga', 'reclama', 'não', 'twitter', 'é', 'um', 'limbo', 'mesmo', 'hein', 'slc', 'o', 'dg']",o,160
"Eu sou #ForaArthur pq ele não agrega muito, é mal humorado, chato e quero ver quem a galera vai ter que perseguir agora.@bbb",set(),'neutro',391,[0.05],[0.03],[0.65],[0.0],[0.26],[0.0],[0.01],"['eu', 'sou', 'pq', 'ele', 'não', 'agrega', 'muito', 'é', 'mal', 'humorado', 'chato', 'e', 'quero', 'ver', 'quem', 'a', 'galera', 'vai', 'ter', 'que', 'perseguir', 'agora']","['eu', 'sou', 'pq', 'ele', 'não', 'agrega', 'muito', 'é', 'mal', 'humorado', 'chato', 'e', 'quero', 'ver', 'quem', 'a', 'galera', 'vai', 'ter', 'que', 'perseguir', 'agora']",arthur,142
"RT @iamlucasmarins: 🔥BORA DE ENQUETE RAPAZIADA🔥
Quem vocês querem fora do bbb??

Tags: #foranaiara #foradouglas #foraarthur #bbb22 #redebbb",{'🔥'},'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'bora', 'de', 'enquete', 'rapaziada', 'quem', 'vocês', 'querem', 'fora', 'do', 'bbb', 'tags']","['rt', 'bora', 'de', 'enquete', 'rapaziada', 'quem', 'vocês', 'querem', 'fora', 'do', 'bbb', 'tags']",rt,131
Já pensou transar com a Aline Barros cantando REMOVE A MINHA PEDRAAAAAAAA ME CHAMA PELO NOME... Embora que no caso… https://t.co/KQPAvSttY3,set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['a', 'já', 'pensou', 'transar', 'com', 'aline', 'barros', 'cantando', 'remove', 'minha', 'pedraaaaaaaa', 'me', 'chama', 'pelo', 'nome', 'embora', 'que', 'no', 'caso']","['a', 'já', 'pensou', 'transar', 'com', 'aline', 'barros', 'cantando', 'remove', 'minha', 'pedraaaaaaaa', 'me', 'chama', 'pelo', 'nome', 'embora', 'que', 'no', 'caso']",quem,128
"RT @emaltao: A mesma cara que convenceu a mulher perdoa ele 16 vezes, obv que vai convencer o Brasil a acreditar que ele joga muito, super…",set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['a', 'que', 'ele', 'rt', 'mesma', 'cara', 'convenceu', 'mulher', 'perdoa', 'vezes', 'obv', 'vai', 'convencer', 'o', 'brasil', 'acreditar', 'joga', 'muito', 'super']","['a', 'que', 'ele', 'rt', 'mesma', 'cara', 'convenceu', 'mulher', 'perdoa', 'vezes', 'obv', 'vai', 'convencer', 'o', 'brasil', 'acreditar', 'joga', 'muito', 'super']",a,128
"RT @jonathanwsg: Quem vocês querem ""ELIMINAR"" no BBB 22 o Douglas, a Naiara (nanacita) ou o Arthur???

#BBB22 #ParedaoBBB #FicaNaiara #Fica…",set(),'neutro',391,[0.21],[0.05],[0.62],[0.0],[0.11],[0.0],[0.01],"['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']","['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']",no,109
quem vc elimina? #bbb #redebbb #ForaArthur #ForaDouglas #ForaNaiara,set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['quem', 'vc', 'elimina']","['quem', 'vc', 'elimina']",e,102
"RT @jonathanwsg: Quem vocês querem ""ELIMINAR"" no BBB 22 o Douglas, a Naiara (nanacita) ou o Arthur???

#BBB22 #ParedaoBBB #FicaNaiara #Fica…",set(),'neutro',391,[0.21],[0.05],[0.62],[0.0],[0.11],[0.0],[0.01],"['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']","['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']",que,90
"RT @jonathanwsg: Quem vocês querem ""ELIMINAR"" no BBB 22 o Douglas, a Naiara (nanacita) ou o Arthur???

#BBB22 #ParedaoBBB #FicaNaiara #Fica…",set(),'neutro',391,[0.21],[0.05],[0.62],[0.0],[0.11],[0.0],[0.01],"['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']","['o', 'rt', 'quem', 'vocês', 'querem', 'eliminar', 'no', 'bbb', 'douglas', 'a', 'naiara', 'nanacita', 'ou', 'arthur']",naiara,83
Vocês estão votando pra quem sair? #BBB22 #FicaArthur #FicaDouglas #FicaNaiara #ForaArthur #ForaDouglas #ForaNaiara… https://t.co/in79K2UfNF,set(),'neutro',391,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['vocês', 'estão', 'votando', 'pra', 'quem', 'sair']","['vocês', 'estão', 'votando', 'pra', 'quem', 'sair']",douglas,82
@bbb #ForaArthur,set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],[],[],de,81
"#ForaNaiara 
Ou
#ForaArthur ? https://t.co/MhUFMkR425",set(),'alegria',391,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],['ou'],['ou'],ou,77
