Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @quem: Ator e cantor lembrou a repercussão da separação polêmica de Maíra Cardi, após traí-la diversas vezes

https://t.co/x1oNav48cT",set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']","['rt', 'ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']",arthur,510
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",aguiar,510
RT @ismaelevanss: e se o arthur aguiar nunca traiu a maira cardi?!?! ele só n tinha coragem de falar q tava na padaria e acabava dizendo q…,set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']","['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']",cardi,502
"Quantos quilos Arthur Aguiar perdeu depois da dieta de Maíra Cardi #BBB22
https://t.co/IeOOAeIzYU",set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['quantos', 'quilos', 'arthur', 'aguiar', 'perdeu', 'depois', 'da', 'dieta', 'de', 'maíra', 'cardi']","['quantos', 'quilos', 'arthur', 'aguiar', 'perdeu', 'depois', 'da', 'dieta', 'de', 'maíra', 'cardi']",o,456
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",rt,445
RT @ismaelevanss: e se o arthur aguiar nunca traiu a maira cardi?!?! ele só n tinha coragem de falar q tava na padaria e acabava dizendo q…,set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']","['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']",a,316
"RT @quem: Ator e cantor lembrou a repercussão da separação polêmica de Maíra Cardi, após traí-la diversas vezes

https://t.co/x1oNav48cT",set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']","['rt', 'ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']",e,313
"Ator e cantor lembrou a repercussão da separação polêmica de Maíra Cardi, após traí-la diversas vezes

https://t.co/x1oNav48cT",set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']","['ator', 'e', 'cantor', 'lembrou', 'a', 'repercussão', 'da', 'separação', 'polêmica', 'de', 'maíra', 'cardi', 'após', 'diversas', 'vezes']",maíra,309
"Imagina se a Maira Cardi, depois de perdoar todas as traições, larga de vez o Arthur Aguiar pq ele comeu pão no BBB????? #BBB22",set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['de', 'imagina', 'se', 'a', 'maira', 'cardi', 'depois', 'perdoar', 'todas', 'as', 'traições', 'larga', 'vez', 'o', 'arthur', 'aguiar', 'pq', 'ele', 'comeu', 'pão', 'no', 'bbb']","['de', 'imagina', 'se', 'a', 'maira', 'cardi', 'depois', 'perdoar', 'todas', 'as', 'traições', 'larga', 'vez', 'o', 'arthur', 'aguiar', 'pq', 'ele', 'comeu', 'pão', 'no', 'bbb']",nunca,222
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",pão,211
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",maira,195
"RT @renatacorrea: Eu nunca pensei que fosse ter pena do Arthur Aguiar, mas simplesmente estou desesperada com o vídeo da Maíra Cardi proibi…",set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['rt', 'eu', 'nunca', 'pensei', 'que', 'fosse', 'ter', 'pena', 'do', 'arthur', 'aguiar', 'mas', 'simplesmente', 'estou', 'desesperada', 'com', 'o', 'vídeo', 'da', 'maíra', 'cardi', 'proibi']","['rt', 'eu', 'nunca', 'pensei', 'que', 'fosse', 'ter', 'pena', 'do', 'arthur', 'aguiar', 'mas', 'simplesmente', 'estou', 'desesperada', 'com', 'o', 'vídeo', 'da', 'maíra', 'cardi', 'proibi']",casa,192
RT @ismaelevanss: e se o arthur aguiar nunca traiu a maira cardi?!?! ele só n tinha coragem de falar q tava na padaria e acabava dizendo q…,set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']","['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']",do,166
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",comendo,164
RT @ismaelevanss: e se o arthur aguiar nunca traiu a maira cardi?!?! ele só n tinha coragem de falar q tava na padaria e acabava dizendo q…,set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']","['e', 'q', 'rt', 'se', 'o', 'arthur', 'aguiar', 'nunca', 'traiu', 'a', 'maira', 'cardi', 'ele', 'só', 'n', 'tinha', 'coragem', 'de', 'falar', 'tava', 'na', 'padaria', 'acabava', 'dizendo']",em,160
"Digamos que o Arthur Aguiar é um eneéfitê 

16 pessoas diferentes já sentaram naquele homem, mas o certificado de c… https://t.co/l3AWqYgYfK",set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['o', 'digamos', 'que', 'arthur', 'aguiar', 'é', 'um', 'eneéfitê', 'pessoas', 'diferentes', 'já', 'sentaram', 'naquele', 'homem', 'mas', 'certificado', 'de', 'c']","['o', 'digamos', 'que', 'arthur', 'aguiar', 'é', 'um', 'eneéfitê', 'pessoas', 'diferentes', 'já', 'sentaram', 'naquele', 'homem', 'mas', 'certificado', 'de', 'c']",de,157
"RT @NazareAmarga: maira cardi sendo traída 16 vezes: 😌😄❤️🤩

maira cardi quando arthur aguiar come pão: 🤨😡🤬😨 #bbb22 
https://t.co/4ifQqIO2bD","{'🤨', '🤩', '😨', '❤️', '😡', '🤬', '😄', '😌'}",'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['maira', 'cardi', 'rt', 'sendo', 'traída', 'vezes', 'quando', 'arthur', 'aguiar', 'come', 'pão']","['maira', 'cardi', 'rt', 'sendo', 'traída', 'vezes', 'quando', 'arthur', 'aguiar', 'come', 'pão']",chegando,156
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",flagrando,156
"RT @NateBitencourt: A Maira Cardi vendo Arthur Aguiar comer 16 mulheres

A Maira Cardi vendo Arthur Aguiar comer um pão

#BBB22 https://t.c…",set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['a', 'maira', 'cardi', 'vendo', 'arthur', 'aguiar', 'comer', 'rt', 'mulheres', 'um', 'pão']","['a', 'maira', 'cardi', 'vendo', 'arthur', 'aguiar', 'comer', 'rt', 'mulheres', 'um', 'pão']",da,149
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",que,149
RT @RickSouza: Arthur Aguiar diz que separação com Maíra Cardi foi por falta de lealdade https://t.co/eTcmT5dbHN,set(),'alegria',519,[0.45],[0.01],[0.32],[0.0],[0.0],[0.16],[0.01],"['rt', 'arthur', 'aguiar', 'diz', 'que', 'separação', 'com', 'maíra', 'cardi', 'foi', 'por', 'falta', 'de', 'lealdade']","['rt', 'arthur', 'aguiar', 'diz', 'que', 'separação', 'com', 'maíra', 'cardi', 'foi', 'por', 'falta', 'de', 'lealdade']",eu,148
RT @bchartsnet: A Maíra Cardi chegando em casa e flagrando o Arthur Aguiar comendo pão #BBB22 https://t.co/Xa4f1QJXUW,set(),'neutro',519,[0.3],[0.01],[0.46],[0.0],[0.0],[0.16],[0.01],"['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']","['rt', 'a', 'maíra', 'cardi', 'chegando', 'em', 'casa', 'e', 'flagrando', 'o', 'arthur', 'aguiar', 'comendo', 'pão']",com,136
