Tweet,Emojis,SentimentML,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"O Arthur Aguiar ouvindo as conversas dos pipocas só me lembrou a Sarah no BBB 21 

 #BBB22 #REDEBBB 

Tirei Jade Pi… https://t.co/5hWa8afMN6",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o - 1', 'arthur - 1', 'aguiar - 1', 'ouvindo - 1', 'as - 1', 'conversas - 1', 'dos - 1', 'pipocas - 1', 'só - 1', 'me - 1', 'lembrou - 1', 'a - 1', 'sarah - 1', 'no - 1', 'bbb - 1', 'redebbb - 1', 'tirei - 1', 'jade - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
"@RealitysVip Arthur Aguiar tem sorte em tem uma esposa como card, a mulher sabia edifica o seu lá, a tola destrói.",set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0],"['tem - 2', 'a - 2', 'realitysvip - 1', 'arthur - 1', 'aguiar - 1', 'sorte - 1', 'em - 1', 'uma - 1', 'esposa - 1', 'como - 1', 'card - 1', 'mulher - 1', 'sabia - 1', 'edifica - 1', 'o - 1', 'seu - 1', 'lá - 1', 'tola - 1', 'destrói - 1']"
@Aguiarthur Gato 💛,{'💛'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'gato - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby perfeitos,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'perfeitos - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
@Aguiarthur Uma lindeza❤❤❤,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'uma - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Lindoos #goLOUD,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'lindoos - 1', 'goloud - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby perfeitos,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'perfeitos - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby ADM ME SEGUEEEE,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'adm - 1', 'me - 1', 'segueeee - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby MARAVILHOSOS❤,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1']"
@Aguiarthur ADM vai me seguir nunca? 😭😭😭,{'😭'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'adm - 1', 'vai - 1', 'me - 1', 'seguir - 1', 'nunca - 1']"
@Aguiarthur Me segueee🗣,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'me - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby que lindossssss,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'que - 1', 'lindossssss - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Adm to triste segue aqui,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'adm - 1', 'to - 1', 'triste - 1', 'segue - 1', 'aqui - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Vai me seguir quando adm poxa???,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'vai - 1', 'me - 1', 'seguir - 1', 'quando - 1', 'adm - 1', 'poxa - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Todos lindos!!! ♥️,{'♥️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'todos - 1', 'lindos - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby ADM OQ FALTA P VC ME SEGUIRRRR,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'adm - 1', 'oq - 1', 'falta - 1', 'p - 1', 'vc - 1', 'me - 1', 'seguirrrr - 1']"
"RT @Naiarazevedo: @Aguiarthur Muito obrigada pelas palavras Arthur, tenho certeza que esta sendo muito importante para ela. 🙏❤",{'🙏'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['muito - 2', 'rt - 1', 'naiarazevedo - 1', 'aguiarthur - 1', 'obrigada - 1', 'pelas - 1', 'palavras - 1', 'arthur - 1', 'tenho - 1', 'certeza - 1', 'que - 1', 'esta - 1', 'sendo - 1', 'importante - 1', 'para - 1', 'ela - 1']"
@Aguiarthur ADM DEIXA DE SER REBELDE e me Segue 😜 https://t.co/IY34EjAogI,{'😜'},'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0],"['aguiarthur - 1', 'adm - 1', 'deixa - 1', 'de - 1', 'ser - 1', 'rebelde - 1', 'e - 1', 'me - 1', 'segue - 1', 'https - 1']"
@Aguiarthur Lindoooo,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindoooo - 1']"
@sweetarial @Aguiarthur O corretor do Ruan,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['sweetarial - 1', 'aguiarthur - 1', 'o - 1', 'corretor - 1', 'do - 1', 'ruan - 1']"
"RT @Aguiarthur: Arthur pra Naiara: “Eu acho incrível a maneira como o Scooby pensa sobre a vida, ele tem muito dessa filosofia de que o que…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 2', 'o - 2', 'rt - 1', 'aguiarthur - 1', 'arthur - 1', 'pra - 1', 'naiara - 1', 'eu - 1', 'acho - 1', 'incrível - 1', 'maneira - 1', 'como - 1', 'scooby - 1', 'pensa - 1', 'sobre - 1', 'vida - 1', 'ele - 1', 'tem - 1', 'muito - 1', 'dessa - 1', 'filosofia - 1', 'de - 1', 'que - 1']"
@Aguiarthur Me segue adm,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'me - 1', 'segue - 1', 'adm - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
"Tô achando muito fofo o Arthur Aguiar, hoje ele se aproximou mais dos meninos",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['tô - 1', 'achando - 1', 'muito - 1', 'fofo - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'hoje - 1', 'ele - 1', 'se - 1', 'aproximou - 1', 'mais - 1', 'dos - 1', 'meninos - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Lindos,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'lindos - 1']"
@Aguiarthur lindo https://t.co/I6WETMATTb,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindo - 1', 'https - 1']"
"RT @oficialmussi: Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA…","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'oficialmussi - 1', 'click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
@oficialmussi @TiagoAbravanel @jadepicon @Aguiarthur @linndaquebrada @PedroScooby Adm o q acha de me dar seu follow?,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['oficialmussi - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'pedroscooby - 1', 'adm - 1', 'o - 1', 'q - 1', 'acha - 1', 'de - 1', 'me - 1', 'dar - 1', 'seu - 1', 'follow - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
@Aguiarthur adm segue aquii,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'adm - 1', 'segue - 1', 'aquii - 1']"
A CARA DO ARTHUR AGUIAR PRO PEDRO KKKKKKKKKKKKKKKKKKKKKKKK https://t.co/sRJLMSh2ph,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 1', 'cara - 1', 'do - 1', 'arthur - 1', 'aguiar - 1', 'pro - 1', 'pedro - 1', 'kkkkkkkkkkkkkkkkkkkkkkkk - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
"Click de agora com eles @TiagoAbravanel, @jadepicon, @Aguiarthur, @linndaquebrada, e @PedroScooby. 📸💚 https://t.co/H4NlaA3RYO","{'💚', '📸'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['click - 1', 'de - 1', 'agora - 1', 'com - 1', 'eles - 1', 'tiagoabravanel - 1', 'jadepicon - 1', 'aguiarthur - 1', 'linndaquebrada - 1', 'e - 1', 'pedroscooby - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
@Aguiarthur É isso ✨,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'é - 1', 'isso - 1']"
"RT @eltonoliverr: assim q a vodka dominasse meu cérebro, eu perguntaria a jade se ela traiu joão guilherme mesmo com a besta do gui araújo,…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 3', 'rt - 1', 'eltonoliverr - 1', 'assim - 1', 'q - 1', 'vodka - 1', 'dominasse - 1', 'meu - 1', 'cérebro - 1', 'eu - 1', 'perguntaria - 1', 'jade - 1', 'se - 1', 'ela - 1', 'traiu - 1', 'joão - 1', 'guilherme - 1', 'mesmo - 1', 'com - 1', 'besta - 1', 'do - 1', 'gui - 1', 'araújo - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
RT @Aguiarthur: Mais uma foto oficial! ✨ #BBB22 https://t.co/m37mnP1wn5,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'mais - 1', 'uma - 1', 'foto - 1', 'oficial - 1', 'https - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
@Aguiarthur lindooo 🥰,{'🥰'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindooo - 1']"
RT @Aguiarthur: Mais fotos oficiais 🤩 #BBB22 https://t.co/kWiI30tPKV,{'🤩'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'mais - 1', 'fotos - 1', 'oficiais - 1', 'https - 1']"
@tapesjeong_ @Aguiarthur @jadepicon @PedroScooby ELE,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'jadepicon - 1', 'pedroscooby - 1', 'ele - 1']"
@Aguiarthur ♥️♥️♥️♥️♥️♥️,{'♥️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],['aguiarthur - 1']
@Aguiarthur lindo demais,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindo - 1', 'demais - 1']"
@Aguiarthur 💖 https://t.co/nCrClUkG6S,{'💖'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'https - 1']"
"RT @Aguiarthur: Arthur pra Naiara: “Eu acho incrível a maneira como o Scooby pensa sobre a vida, ele tem muito dessa filosofia de que o que…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 2', 'o - 2', 'rt - 1', 'aguiarthur - 1', 'arthur - 1', 'pra - 1', 'naiara - 1', 'eu - 1', 'acho - 1', 'incrível - 1', 'maneira - 1', 'como - 1', 'scooby - 1', 'pensa - 1', 'sobre - 1', 'vida - 1', 'ele - 1', 'tem - 1', 'muito - 1', 'dessa - 1', 'filosofia - 1', 'de - 1', 'que - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
RT @Aguiarthur: Seguimos escutando 😂  https://t.co/0V8BFtS7u6,{'😂'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'seguimos - 1', 'escutando - 1', 'https - 1']"
"RT @eltonoliverr: assim q a vodka dominasse meu cérebro, eu perguntaria a jade se ela traiu joão guilherme mesmo com a besta do gui araújo,…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a - 3', 'rt - 1', 'eltonoliverr - 1', 'assim - 1', 'q - 1', 'vodka - 1', 'dominasse - 1', 'meu - 1', 'cérebro - 1', 'eu - 1', 'perguntaria - 1', 'jade - 1', 'se - 1', 'ela - 1', 'traiu - 1', 'joão - 1', 'guilherme - 1', 'mesmo - 1', 'com - 1', 'besta - 1', 'do - 1', 'gui - 1', 'araújo - 1']"
RT @Aguiarthur: ✨💛 https://t.co/GDvSpUknMt,"{'✨', '💛'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'https - 1']"
📽 • Arthur Aguiar via InstaStories. https://t.co/rkRBpHY09W,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'via - 1', 'instastories - 1', 'https - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
@Aguiarthur babo tanto com essa beleza https://t.co/nCrClUkG6S,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'babo - 1', 'tanto - 1', 'com - 1', 'essa - 1', 'beleza - 1', 'https - 1']"
RT @NazareAmarga: Maira Cardi indo denunciar os haters do Arthur Aguiar na delegacia #BBB22 https://t.co/iIUhL1KFKN,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'nazareamarga - 1', 'maira - 1', 'cardi - 1', 'indo - 1', 'denunciar - 1', 'os - 1', 'haters - 1', 'do - 1', 'arthur - 1', 'aguiar - 1', 'na - 1', 'delegacia - 1', 'https - 1']"
@Aguiarthur @eternoabrahao ADM me segue DEIXA DE SER REBELDE 🤪,{'🤪'},'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0],"['aguiarthur - 1', 'eternoabrahao - 1', 'adm - 1', 'me - 1', 'segue - 1', 'deixa - 1', 'de - 1', 'ser - 1', 'rebelde - 1']"
"RT @smoakesby: eu particularmente não tenho nada contra o arthur aguiar, se a própria corna que é a corna não se incomoda com os chifres eu…",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['não - 2', 'se - 2', 'a - 2', 'corna - 2', 'rt - 1', 'smoakesby - 1', 'eu - 1', 'particularmente - 1', 'tenho - 1', 'nada - 1', 'contra - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'própria - 1', 'que - 1', 'é - 1', 'incomoda - 1', 'com - 1', 'os - 1', 'chifres - 1']"
@Aguiarthur a beleza dele https://t.co/nCrClUkG6S,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'a - 1', 'beleza - 1', 'dele - 1', 'https - 1']"
"@Aguiarthur QUE HOMEMM GATOOO
ME SEGUE ADM PFV",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'que - 1', 'homemm - 1', 'gatooo - 1', 'me - 1', 'segue - 1', 'adm - 1', 'pfv - 1']"
@Aguiarthur lindinho,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'lindinho - 1']"
@Aguiarthur so queria meu follow adm pf,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'so - 1', 'queria - 1', 'meu - 1', 'follow - 1', 'adm - 1', 'pf - 1']"
@Aguiarthur morria corna mas não largava te entende mayra,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'morria - 1', 'corna - 1', 'mas - 1', 'não - 1', 'largava - 1', 'te - 1', 'entende - 1', 'mayra - 1']"
@Aguiarthur ✨,{'✨'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],['aguiarthur - 1']
"@Aguiarthur gostou do meu edit, adm? https://t.co/nCrClUkG6S",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'gostou - 1', 'do - 1', 'meu - 1', 'edit - 1', 'adm - 1', 'https - 1']"
RT @tracklist: O Arthur Aguiar observando a conversa do grupo pipoca 🕵🏻‍♂️🗣 #BBB22 https://t.co/A01gVZyS2s,{'♂️'},'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'tracklist - 1', 'o - 1', 'arthur - 1', 'aguiar - 1', 'observando - 1', 'a - 1', 'conversa - 1', 'do - 1', 'grupo - 1', 'pipoca - 1', 'https - 1']"
@Aguiarthur Ele é só um neném 🥺🤏🏽,"{'🥺', '🤏'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'ele - 1', 'é - 1', 'só - 1', 'um - 1', 'neném - 1']"
@Aguiarthur ✨🌼,"{'🌼', '✨'}",'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],['aguiarthur - 1']
@Aguiarthur https://t.co/nCrClUkG6S,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['aguiarthur - 1', 'https - 1']"
RT @Aguiarthur: Assim de fofoqueiro ouvindo a conversa dos pipocas… #BBB22 https://t.co/gpTKeLcEVT,set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt - 1', 'aguiarthur - 1', 'assim - 1', 'de - 1', 'fofoqueiro - 1', 'ouvindo - 1', 'a - 1', 'conversa - 1', 'dos - 1', 'https - 1']"
"ARTHUR Aguiar
https://t.co/0EOFp7tC3G",set(),'alegria',[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['arthur - 1', 'aguiar - 1', 'https - 1']"
RT @ZAMENZA: Arthur Aguiar tentando ouvir a fofoca dos pipocas olhando pra lua com cara de sofrido. É sobre isso. #BBB22 https://t.co/scvJ1…,set(),'neutro',[0.33],[0.01],[0.48],[0.0],[0.17],[0.01],[0.0],"['rt - 1', 'zamenza - 1', 'arthur - 1', 'aguiar - 1', 'tentando - 1', 'ouvir - 1', 'a - 1', 'fofoca - 1', 'dos - 1', 'pipocas - 1', 'olhando - 1', 'pra - 1', 'lua - 1', 'com - 1', 'cara - 1', 'de - 1', 'sofrido - 1', 'é - 1', 'sobre - 1', 'isso - 1', 'https - 1']"
