Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",rt,4517
Bora meu povo junto com eles @NicoleBahls @iRodolffo @daymelloreal #BBB22 #FicaNaiara #ForaDouglas https://t.co/t9FW1u4XMV,set(),'neutro',6001,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['bora', 'meu', 'povo', 'junto', 'com', 'eles']","['bora', 'meu', 'povo', 'junto', 'com', 'eles']",paredão,4362
"@isa_medeiros2 A jogadora pra caramba apenas colocou o amigo Douglas no paredão.
E possivelmente ele será eliminado… https://t.co/ujxDUMfa3N",set(),'neutro',6001,[0.21],[0.05],[0.62],[0.0],[0.11],[0.0],[0.01],"['a', 'jogadora', 'pra', 'caramba', 'apenas', 'colocou', 'o', 'amigo', 'douglas', 'no', 'paredão', 'e', 'possivelmente', 'ele', 'será', 'eliminado']","['a', 'jogadora', 'pra', 'caramba', 'apenas', 'colocou', 'o', 'amigo', 'douglas', 'no', 'paredão', 'e', 'possivelmente', 'ele', 'será', 'eliminado']",o,3953
@_odeiorucula #ForaDouglas,set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],[],[],e,3635
Nesse paredão o meu voto é no babu,set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'o', 'meu', 'voto', 'é', 'no', 'babu']","['nesse', 'paredão', 'o', 'meu', 'voto', 'é', 'no', 'babu']",pro,2520
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",da,2466
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",quem,2427
Quero saber se tá todo mundo votando para o douglas sair? #FicaNaiara #ForaDouglas,set(),'neutro',6001,[0.08],[0.02],[0.81],[0.0],[0.09],[0.0],[0.0],"['quero', 'saber', 'se', 'tá', 'todo', 'mundo', 'votando', 'para', 'o', 'douglas', 'sair']","['quero', 'saber', 'se', 'tá', 'todo', 'mundo', 'votando', 'para', 'o', 'douglas', 'sair']",casa,2401
"RT @xrealityb: a jade conseguiu indicar um aliado para o paredão, colocar PA e douglas como opção para casa votar, salvar a maria duas veze…",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['a', 'para', 'rt', 'jade', 'conseguiu', 'indicar', 'um', 'aliado', 'o', 'paredão', 'colocar', 'pa', 'e', 'douglas', 'como', 'opção', 'casa', 'votar', 'salvar', 'maria', 'duas', 'veze']","['a', 'para', 'rt', 'jade', 'conseguiu', 'indicar', 'um', 'aliado', 'o', 'paredão', 'colocar', 'pa', 'e', 'douglas', 'como', 'opção', 'casa', 'votar', 'salvar', 'maria', 'duas', 'veze']",em,2177
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",fora,2106
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",sai,2094
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",público,2046
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '💸', '❌', '✅', '⏰'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",pessoal,2045
"Eu nn sou fora jade porquê, ela esta sendo uma jogadora, nn concordei em ela falar que arthur teve algumas atitudes… https://t.co/wevih2wkqC",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nn', 'ela', 'eu', 'sou', 'fora', 'jade', 'porquê', 'esta', 'sendo', 'uma', 'jogadora', 'concordei', 'em', 'falar', 'que', 'arthur', 'teve', 'algumas', 'atitudes']","['nn', 'ela', 'eu', 'sou', 'fora', 'jade', 'porquê', 'esta', 'sendo', 'uma', 'jogadora', 'concordei', 'em', 'falar', 'que', 'arthur', 'teve', 'algumas', 'atitudes']",boninho,2042
RT @RealitysVip: Arthur e Naiara estão jogando. Douglas está curtindo e detesta quem falas e jogo #ForaDouglas #BBB22,set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['e', 'rt', 'arthur', 'naiara', 'estão', 'jogando', 'douglas', 'está', 'curtindo', 'detesta', 'quem', 'falas', 'jogo']","['e', 'rt', 'arthur', 'naiara', 'estão', 'jogando', 'douglas', 'está', 'curtindo', 'detesta', 'quem', 'falas', 'jogo']",vota,2042
"RT @Naiarazevedo: ✅💸MUTIRÃO FEAT COMADRES @linndaquebrada  @a_jessilane @oficial_deodato INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰…","{'⚠️', '✅', '⏰', '💸'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'feat', 'comadres', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos']","['rt', 'mutirão', 'feat', 'comadres', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos']",ideia,2037
"Eu não pontuei em nada no paredão de ontem, jade eu confiei em você",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['eu', 'em', 'não', 'pontuei', 'nada', 'no', 'paredão', 'de', 'ontem', 'jade', 'confiei', 'você']","['eu', 'em', 'não', 'pontuei', 'nada', 'no', 'paredão', 'de', 'ontem', 'jade', 'confiei', 'você']",forma,2028
"RT @fatouoficial: ESLO ZERO VOTOS, O QUE FALTA MAIS SENHOR??? A CASA PERDEU 2000 ESTALECAS E VCS NÃO VÃO MANDAR ELA PRO PAREDÃO?",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'eslo', 'zero', 'votos', 'o', 'que', 'falta', 'mais', 'senhor', 'a', 'casa', 'perdeu', 'estalecas', 'e', 'vcs', 'não', 'vão', 'mandar', 'ela', 'pro', 'paredão']","['rt', 'eslo', 'zero', 'votos', 'o', 'que', 'falta', 'mais', 'senhor', 'a', 'casa', 'perdeu', 'estalecas', 'e', 'vcs', 'não', 'vão', 'mandar', 'ela', 'pro', 'paredão']",aq,2025
"RT @ana_szaa: Ideia pro Boninho: paredão invertido, o público aq fora forma o paredão e o pessoal da casa vota em quem sai",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']","['o', 'paredão', 'rt', 'ideia', 'pro', 'boninho', 'invertido', 'público', 'aq', 'fora', 'forma', 'e', 'pessoal', 'da', 'casa', 'vota', 'em', 'quem', 'sai']",invertido,2024
@Aguiarthur Puxaram fora Naiara no paredão que Arthur estiver com chance de sair nos pessoal da nanacita vamos cair matando nele,set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['puxaram', 'fora', 'naiara', 'no', 'paredão', 'que', 'arthur', 'estiver', 'com', 'chance', 'de', 'sair', 'nos', 'pessoal', 'da', 'nanacita', 'vamos', 'cair', 'matando', 'nele']","['puxaram', 'fora', 'naiara', 'no', 'paredão', 'que', 'arthur', 'estiver', 'com', 'chance', 'de', 'sair', 'nos', 'pessoal', 'da', 'nanacita', 'vamos', 'cair', 'matando', 'nele']",a,1591
“vou votar em vc pq tu n vai pro paredão com esse voto pf n tenho nada contra” AH VAI SE LASCAR NA MORAL https://t.co/xHRH26QWdn,set(),'neutro',6001,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['n', 'vai', 'vou', 'votar', 'em', 'vc', 'pq', 'tu', 'pro', 'paredão', 'com', 'esse', 'voto', 'pf', 'tenho', 'nada', 'contra', 'ah', 'se', 'lascar', 'na', 'moral']","['n', 'vai', 'vou', 'votar', 'em', 'vc', 'pq', 'tu', 'pro', 'paredão', 'com', 'esse', 'voto', 'pf', 'tenho', 'nada', 'contra', 'ah', 'se', 'lascar', 'na', 'moral']",que,1453
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '💸', '❌', '✅', '⏰'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",no,977
