Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
@tracklist #BBB22 voto bate e volta  paredão #bbb2022 Eslovaca QUE SABOR Arthur Aguiar O Eli Nanacita O Douglas NA… https://t.co/LxTEhD8JSv,set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']","['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']",arthur,400
"Formação do 1° paredão.

Imunes: Lais, Bárbara, Rodrigo, Arthur Aguiar.

Naiara e Luciano já estão emparedados.
Vyn… https://t.co/CkfvJHIwDk",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['formação', 'do', 'paredão', 'imunes', 'lais', 'bárbara', 'rodrigo', 'arthur', 'aguiar', 'naiara', 'e', 'luciano', 'já', 'estão', 'emparedados', 'vyn']","['formação', 'do', 'paredão', 'imunes', 'lais', 'bárbara', 'rodrigo', 'arthur', 'aguiar', 'naiara', 'e', 'luciano', 'já', 'estão', 'emparedados', 'vyn']",aguiar,394
"JADE E NAIARA NO PAREDÃO JÁ SABEM NÉ? #ForaNaiara 

Nanacita | O Douglas | Arthur Aguiar | Naiara | É ELA | Eslovaq… https://t.co/CFcXxnQ9RA",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['naiara', 'jade', 'e', 'no', 'paredão', 'já', 'sabem', 'né', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'é', 'ela', 'eslovaq']","['naiara', 'jade', 'e', 'no', 'paredão', 'já', 'sabem', 'né', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'é', 'ela', 'eslovaq']",brunna,349
@tracklist #BBB22 voto bate e volta  paredão #bbb2022 Eslovaca QUE SABOR Arthur Aguiar O Eli Nanacita O Douglas NA… https://t.co/pIhQ9Es8YW,set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']","['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']",e,198
@badgalmafe É ELA Luciano Natália Naiara Tadeu Lina scooby Arthur Aguiar nanacita Pedro e Paulo Brunna Jessi QUE JO… https://t.co/ErYGEhgOSE,set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['é', 'ela', 'luciano', 'natália', 'naiara', 'tadeu', 'lina', 'scooby', 'arthur', 'aguiar', 'nanacita', 'pedro', 'e', 'paulo', 'brunna', 'jessi', 'que', 'jo']","['é', 'ela', 'luciano', 'natália', 'naiara', 'tadeu', 'lina', 'scooby', 'arthur', 'aguiar', 'nanacita', 'pedro', 'e', 'paulo', 'brunna', 'jessi', 'que', 'jo']",scooby,178
"VAAAAAAI TNC PORRAAAAAA PARA DE VOTAR NA JADEEEEE

Nanacita | O Douglas | Arthur Aguiar | Naiara | É ELA | Eslovaqu… https://t.co/U1LhffMKdd",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['vaaaaaai', 'tnc', 'porraaaaaa', 'para', 'de', 'votar', 'na', 'jadeeeee', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'naiara', 'é', 'ela', 'eslovaqu']","['vaaaaaai', 'tnc', 'porraaaaaa', 'para', 'de', 'votar', 'na', 'jadeeeee', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'naiara', 'é', 'ela', 'eslovaqu']",natália,162
@updatechartuc #BBB22 voto bate e volta  paredão #bbb2022 Eslovaca QUE SABOR Arthur Aguiar O Eli Nanacita O Douglas… https://t.co/Qj8p2yv3n1,set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas']","['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas']",luciano,146
"Formação do 1° paredão.

Imunes: Lais, Bárbara, Rodrigo, Arthur Aguiar.

Naiara e Luciano já estão emparedados.
Thi… https://t.co/6v12S9bya4",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['formação', 'do', 'paredão', 'imunes', 'lais', 'bárbara', 'rodrigo', 'arthur', 'aguiar', 'naiara', 'e', 'luciano', 'já', 'estão', 'emparedados', 'thi']","['formação', 'do', 'paredão', 'imunes', 'lais', 'bárbara', 'rodrigo', 'arthur', 'aguiar', 'naiara', 'e', 'luciano', 'já', 'estão', 'emparedados', 'thi']",é,145
@tracklist #BBB22 voto bate e volta  paredão #bbb2022 Eslovaca QUE SABOR Arthur Aguiar O Eli Nanacita O Douglas NA… https://t.co/FHivPfrKX7,set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']","['o', 'voto', 'bate', 'e', 'volta', 'paredão', 'eslovaca', 'que', 'sabor', 'arthur', 'aguiar', 'eli', 'nanacita', 'douglas', 'na']",rt,139
"RT @bbb: 👤 Confessionário #BBB22: 
Arthur Aguiar vota em Natália e Brunna Gonçalves
#RedeBBB",{'👤'},'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'confessionário', 'arthur', 'aguiar', 'vota', 'em', 'natália', 'e', 'brunna', 'gonçalves']","['rt', 'confessionário', 'arthur', 'aguiar', 'vota', 'em', 'natália', 'e', 'brunna', 'gonçalves']",na,132
"RT @PortalBrunna: Arthur Aguiar votou na Brunna. 
#BBBrunna #BBB22",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'arthur', 'aguiar', 'votou', 'na', 'brunna']","['rt', 'arthur', 'aguiar', 'votou', 'na', 'brunna']",o,117
"PAREEM DE VOTAR NA JADE

Nanacita | O Douglas | Arthur Aguiar | Naiara | É ELA | Eslovaquia | QUE MOMENTO | Brunna https://t.co/CtzZksUhea",set(),'alegria',485,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['pareem', 'de', 'votar', 'na', 'jade', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'naiara', 'é', 'ela', 'eslovaquia', 'que', 'momento', 'brunna']","['pareem', 'de', 'votar', 'na', 'jade', 'nanacita', 'o', 'douglas', 'arthur', 'aguiar', 'naiara', 'é', 'ela', 'eslovaquia', 'que', 'momento', 'brunna']",douglas,110
