Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",paredão,4577
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",rt,4478
"@_reclamona_ @Silva_DG Acabei de ver o vídeo e concordo com vc! Em relação ao Artur, eu acho que ele nem está sendo… https://t.co/zghdVytiYl",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['acabei', 'de', 'ver', 'o', 'vídeo', 'e', 'concordo', 'com', 'vc', 'em', 'relação', 'ao', 'artur', 'eu', 'acho', 'que', 'ele', 'nem', 'está', 'sendo']","['acabei', 'de', 'ver', 'o', 'vídeo', 'e', 'concordo', 'com', 'vc', 'em', 'relação', 'ao', 'artur', 'eu', 'acho', 'que', 'ele', 'nem', 'está', 'sendo']",a,4270
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",que,3341
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",e,2844
"@tropadodadinho A Naiara merece segunda chance pra ficar no jogo e deixaram ela no primeiro paredão, mas o DG não n… https://t.co/LdDkMgP5zF",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['no', 'a', 'naiara', 'merece', 'segunda', 'chance', 'pra', 'ficar', 'jogo', 'e', 'deixaram', 'ela', 'primeiro', 'paredão', 'mas', 'o', 'dg', 'não', 'n']","['no', 'a', 'naiara', 'merece', 'segunda', 'chance', 'pra', 'ficar', 'jogo', 'e', 'deixaram', 'ela', 'primeiro', 'paredão', 'mas', 'o', 'dg', 'não', 'n']",no,2724
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",com,2158
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",o,1979
"PARCIAL - 3• PAREDÃO

VOTAÇÃO PARA ELIMINAR

#ForaDouglas 54,00%
#ForaNaiara 37,08%
#ForaArthur 8,92%

Dê RT para mais parciais",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['para', 'parcial', 'paredão', 'votação', 'eliminar', 'dê', 'rt', 'mais', 'parciais']","['para', 'parcial', 'paredão', 'votação', 'eliminar', 'dê', 'rt', 'mais', 'parciais']",não,1716
"RT @Silva_DG: Galera, três pontos super importantes:
1º: ENQUETE &amp; TEXTÃO não definem paredão, então foco no https://t.co/EwlSODUR0t
2º: NÃ…",set(),'alegria',5127,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']","['rt', 'galera', 'três', 'pontos', 'super', 'importantes', 'enquete', 'textão', 'não', 'definem', 'paredão', 'então', 'foco', 'no', 'nã']",de,1659
