Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
RT @myqueens1: @ZAMENZA Nem a Bozo joga. Onde estão as pessoas que não iam tolera bolsominion no bbb? #ForaNaiara,set(),'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'nem', 'a', 'bozo', 'joga', 'onde', 'estão', 'as', 'pessoas', 'que', 'não', 'iam', 'tolera', 'bolsominion', 'no', 'bbb']","['rt', 'nem', 'a', 'bozo', 'joga', 'onde', 'estão', 'as', 'pessoas', 'que', 'não', 'iam', 'tolera', 'bolsominion', 'no', 'bbb']",rt,1666
"RT @Aguiarthur: ✅ MUTIRÃO INICIADO✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 03h
 
❌ O voto é para eliminar, votem na NAIARA

📲 Link…","{'⏰', '✅', '❌', '⚠️', '📲'}",'neutro',2120,[0.17],[0.02],[0.76],[0.0],[0.05],[0.0],[0.0],"['rt', 'mutirão', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'na', 'naiara', 'link']","['rt', 'mutirão', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'na', 'naiara', 'link']",a,1577
"RT @Silva_DG: 👨‍👧‍👧 MUTIRÃO ""O PAI TÁ ON"" INICIADO 👭🏾❤️

👉🏿 A cada 10 VOTOS que você der, comente um emoji nesse tweet.

⏰ Encerra às 13:45…","{'👭', '👨\u200d👧\u200d👧', '⏰', '👉', '❤️'}",'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'o', 'pai', 'tá', 'on', 'iniciado', 'a', 'cada', 'votos', 'que', 'você', 'der', 'comente', 'um', 'emoji', 'nesse', 'tweet', 'encerra', 'às']","['rt', 'mutirão', 'o', 'pai', 'tá', 'on', 'iniciado', 'a', 'cada', 'votos', 'que', 'você', 'der', 'comente', 'um', 'emoji', 'nesse', 'tweet', 'encerra', 'às']",o,1526
"RT @Silva_DG: 👨‍👧‍👧 MUTIRÃO ""O PAI TÁ ON"" INICIADO 👭🏾❤️

👉🏿 A cada 10 VOTOS que você der, comente um emoji nesse tweet.

⏰ Encerra às 13:45…","{'👭', '👨\u200d👧\u200d👧', '⏰', '👉', '❤️'}",'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'o', 'pai', 'tá', 'on', 'iniciado', 'a', 'cada', 'votos', 'que', 'você', 'der', 'comente', 'um', 'emoji', 'nesse', 'tweet', 'encerra', 'às']","['rt', 'mutirão', 'o', 'pai', 'tá', 'on', 'iniciado', 'a', 'cada', 'votos', 'que', 'você', 'der', 'comente', 'um', 'emoji', 'nesse', 'tweet', 'encerra', 'às']",um,1415
"RT @Silva_DG: ❌ MUTIRÃO “DADINHO”ENCERRADO ❌

Comente aqui ⬇️ o número de votos total que você deu! 

Independente de mutirão, continuem vo…","{'❌', '⬇️'}",'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['mutirão', 'de', 'rt', 'dadinho', 'encerrado', 'comente', 'aqui', 'o', 'número', 'votos', 'total', 'que', 'você', 'deu', 'independente', 'continuem', 'vo']","['mutirão', 'de', 'rt', 'dadinho', 'encerrado', 'comente', 'aqui', 'o', 'número', 'votos', 'total', 'que', 'você', 'deu', 'independente', 'continuem', 'vo']",mutirão,1413
Em quem vcs estão votando ? #bbb #bbb22 #redebbb #FicaArthur #FicaNaiara #FicaNanacita #FicaDouglas #ForaDouglas… https://t.co/GYTaNsI0dS,set(),'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['em', 'quem', 'vcs', 'estão', 'votando']","['em', 'quem', 'vcs', 'estão', 'votando']",votos,1413
"RT @cachorraobbb: 🐩 Parciais do Cachorrão 🐩

1° Parcial
12:30h

🎲 • #ForaDouglas - 45.7%
💸 • #ForaNaiara - 44.8%
✨ • #ForaArthur - 9.5%

(M…","{'🐩', '🎲', '✨', '💸'}",'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'parciais', 'do', 'cachorrão', 'parcial', 'h', 'm']","['rt', 'parciais', 'do', 'cachorrão', 'parcial', 'h', 'm']",comente,1408
qm vcs acham que sai nesta bosta?? #bbb #ForaNaiara #FicaArthur,set(),'neutro',2120,[0.21],[0.05],[0.62],[0.0],[0.11],[0.0],[0.01],"['qm', 'vcs', 'acham', 'que', 'sai', 'nesta', 'bosta']","['qm', 'vcs', 'acham', 'que', 'sai', 'nesta', 'bosta']",cada,1377
"RT @astridfontenell: E sobre o BBB. #ForaNaiara , sem dúvidas.",set(),'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'e', 'sobre', 'o', 'bbb', 'sem', 'dúvidas']","['rt', 'e', 'sobre', 'o', 'bbb', 'sem', 'dúvidas']",emoji,1373
"RT @astridfontenell: E sobre o BBB. #ForaNaiara , sem dúvidas.",set(),'alegria',2120,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'e', 'sobre', 'o', 'bbb', 'sem', 'dúvidas']","['rt', 'e', 'sobre', 'o', 'bbb', 'sem', 'dúvidas']",é,1274
