User,Tweet,Date,Source,Profile Photo
Bya11060843,Q chegue logo amanhã pra vc brilha muito na telinha @Aguiarthur te amooooo https://t.co/aHK26yZhsI,Wed Jan 19 18:43:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg
helendecarol,"RT @Aguiarthur: DEMOROU, mas chegamos! 
Queremos nos desculpar aos fãs que esperaram muito por atualizações, estávamos passando por mudança…",Wed Jan 19 18:42:32 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1445062887731601426/tEQoQL6u_normal.jpg
camilasimoes__,"RT @MicaelOficial: Mas pra deixar claro que o fato de não estar ansioso, eu vou torcer muito pro @Aguiarthur ! Que assim como nós estamos e…",Wed Jan 19 18:40:52 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1477757634765852680/-5TY2BJc_normal.jpg
fedescco,"@Aguiarthur adm, deixa eu ser o 410 do seu seguindo? #TeamArthurAguiar",Wed Jan 19 18:40:31 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472948871672303616/9RFP17qR_normal.jpg
AliciaCristi_,@portalarthurofc @Aguiarthur @centralarthurof Minha torcida é toda dele ❤,Wed Jan 19 18:39:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478085047789961219/I6srpp7K_normal.jpg
helendecarol,RT @laracomentts: @Aguiarthur adm o que achou do meu edit? https://t.co/I6WETMATTb,Wed Jan 19 18:38:36 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1445062887731601426/tEQoQL6u_normal.jpg
nanecris12,@Aguiarthur Linduuu,Wed Jan 19 18:37:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1464784621384740871/GhjjzYyJ_normal.jpg
twitta_ingridy,@MicaelOficial @Aguiarthur ♥️,Wed Jan 19 18:36:44 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1441221625458749440/efzl10hx_normal.jpg
sunsetmand,Arthur nem entrou na casa e eu já palpitei ele como imunizado do camarote @Aguiarthur,Wed Jan 19 18:33:05 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483797617394032646/F-nMWfhu_normal.jpg
HausOfLaisla,@Aguiarthur @itxslarinha Não precisava mudar o user que já é uma marca no fandom não 😡🥺,Wed Jan 19 18:31:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482589811085123589/ynuzbfbT_normal.jpg
emellysabrinaa,"RT @Aguiarthur: Valeu, Mika! Vamos juntos nessa! #TeamAguiar 💛✨",Wed Jan 19 18:28:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482107809827336192/c5gBUEz9_normal.jpg
nandagquezada,"O povo com 2 dias de #BBB22 já criou ranço e escolheu favorito, quero ver depois que os novos participantes… https://t.co/p0JxkixpWt",Wed Jan 19 18:23:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/750840792122585088/KQw0evn6_normal.jpg
Bya11060843,RT @centralarthurof: @emellysabrinaa @Aguiarthur Sim! 💛✨,Wed Jan 19 18:21:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg
Lorhan52308211,"Só de sabe q o @Aguiarthur Vai entrar amanhã já fico feliz! #TeamArthurAguiar 
Vamos com tudo!!",Wed Jan 19 18:21:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480028571297067011/mS1p_Lzo_normal.jpg
centralarthurof,@emellysabrinaa @Aguiarthur Sim! 💛✨,Wed Jan 19 18:20:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1393705764150185984/ribma30d_normal.jpg
emellysabrinaa,"Então agora não é mais #TeamArthurAguiar e sim #TeamAguiar, é isso mesmo, @Aguiarthur @centralarthurof ? 🧐 tô na dúvida.",Wed Jan 19 18:19:19 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482107809827336192/c5gBUEz9_normal.jpg
euanninhaaa,@Aguiarthur Já pode me seguir inclusive ✨❤️,Wed Jan 19 18:18:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1455647258687463428/T015wR4H_normal.jpg
ifxcosta,@ttpeaga @Aguiarthur KKKKKKKKK,Wed Jan 19 18:18:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482562644036964356/eRUXgbhf_normal.jpg
euanninhaaa,@Aguiarthur Muito bom ! 👏👏👏👏👏👏👏,Wed Jan 19 18:17:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1455647258687463428/T015wR4H_normal.jpg
piticadofiuk,@Aguiarthur Aí o Arthur cantando meu coração molinho https://t.co/IdSzDLBilJ,Wed Jan 19 18:17:18 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483186357455495170/1w2Ea_x5_normal.jpg
ttpeaga,@Aguiarthur Ninguem liga,Wed Jan 19 18:16:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480407837033603072/rdz49PHt_normal.jpg
tuitalais,@Aguiarthur Eu esperando o follow do Arthur: https://t.co/iFMQ5V8ivn,Wed Jan 19 18:15:13 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483143606215061506/8cVRtV6I_normal.jpg
tuitalais,"@Aguiarthur Adm, meu follow vem hj será?? https://t.co/cxMZKUTxlg",Wed Jan 19 18:13:42 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483143606215061506/8cVRtV6I_normal.jpg
noparedaodobbb,"RT @Aguiarthur: DEMOROU, mas chegamos! 
Queremos nos desculpar aos fãs que esperaram muito por atualizações, estávamos passando por mudança…",Wed Jan 19 18:11:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/953753291346927618/FJLTP_NJ_normal.jpg
Bya11060843,@Aguiarthur @SilvinoBibe Amooo ele,Wed Jan 19 18:10:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg
Bya11060843,RT @Aguiarthur: @SilvinoBibe esse pontinho de luz aqui (✨),Wed Jan 19 18:10:02 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1434270097871458304/chBUjPvu_normal.jpg
kIeybson,@Aguiarthur Me segue adm,Wed Jan 19 18:08:12 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482814629822742532/awrJPUPG_normal.jpg
kIeybson,@Aguiarthur Me segue adm,Wed Jan 19 18:07:41 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482814629822742532/awrJPUPG_normal.jpg
keepCazuzando,"RT @Aguiarthur: Valeu, Mika! Vamos juntos nessa! #TeamAguiar 💛✨",Wed Jan 19 18:03:07 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1457692729622806539/nsf6fBqC_normal.jpg
