Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"#ForaFulano? Olha, sorte que o Arthur não corre riscos nesse paredão e tem uma torcida muito forte e dedicada, pq e… https://t.co/fnFIWzhAU1",set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['e', 'olha', 'sorte', 'que', 'o', 'arthur', 'não', 'corre', 'riscos', 'nesse', 'paredão', 'tem', 'uma', 'torcida', 'muito', 'forte', 'dedicada', 'pq']","['e', 'olha', 'sorte', 'que', 'o', 'arthur', 'não', 'corre', 'riscos', 'nesse', 'paredão', 'tem', 'uma', 'torcida', 'muito', 'forte', 'dedicada', 'pq']",paredão,39
nesse paredão eu sou #ForaFulano,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'eu', 'sou']","['nesse', 'paredão', 'eu', 'sou']",nesse,24
"RT @transboylife_: não consigo ser fora alguém nesse paredão.

to gostando mt do arthur pq ele ta fazendo umas estratégias e articulando o…",set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']","['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']",e,18
"RT @transboylife_: não consigo ser fora alguém nesse paredão.

to gostando mt do arthur pq ele ta fazendo umas estratégias e articulando o…",set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']","['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']",arthur,18
Nesse paredão sou #ForaFulano em cima do muro jamais #BBB22,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'sou', 'em', 'cima', 'do', 'muro', 'jamais']","['nesse', 'paredão', 'sou', 'em', 'cima', 'do', 'muro', 'jamais']",o,15
Nesse paredão eu sou 100% #ForaFulano,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'eu', 'sou']","['nesse', 'paredão', 'eu', 'sou']",não,14
"RT @transboylife_: não consigo ser fora alguém nesse paredão.

to gostando mt do arthur pq ele ta fazendo umas estratégias e articulando o…",set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']","['rt', 'não', 'consigo', 'ser', 'fora', 'alguém', 'nesse', 'paredão', 'to', 'gostando', 'mt', 'do', 'arthur', 'pq', 'ele', 'ta', 'fazendo', 'umas', 'estratégias', 'e', 'articulando', 'o']",do,14
nesse paredão eu sou #forafulano,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'eu', 'sou']","['nesse', 'paredão', 'eu', 'sou']",ele,14
nesse paredão eu sou #forafulano https://t.co/G9heSOM9S6,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['nesse', 'paredão', 'eu', 'sou']","['nesse', 'paredão', 'eu', 'sou']",sou,13
pois nesse paredão ski #ForaFulano,set(),'alegria',40,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['pois', 'nesse', 'paredão', 'ski']","['pois', 'nesse', 'paredão', 'ski']",pq,12
