Tweet
"('RT @peuperk: A verdadeira prova de resistência do Arthur Aguiar vai ser a de não trair a Mayra #bbb2022 https://t.co/HPgKqOpIop',)"
"('RT @fefocaires: nossa as mulheres do pipoca tão servindo tanto que parece até uma alucinação elas terem que dividir espaço com arthur aguiar',)"
"('Queria ter a coragem de Arthur Aguiar #BBB22 https://t.co/776O8QPtWk',)"
"('RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS',)"
"('arthur aguiar no big brother, meus amigos....',)"
"('RT @webtvbrasileira: 😂 Ele entrou, seuscu! Sera que Arturito vai comer escondido? 😋ou🤮 vai perder ou ganhar seguidores?\n\n#BIGDAY 🗓 • Arthur…',)"
"('RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: \n\n- Traiu Mayra Cardi 16 vezes;\n- Participou da versão b…',)"
"('o arthur aguiar na tv agora kkkkkk https://t.co/pwGihVWci9',)"
"('RT @ZAMENZA: Arthur Aguiar já tem 3 haters prontos pro hate. #BBB22 https://t.co/EuceWLw47M',)"
"('arthur aguiar fofao n dá!!!! só os fans de malhação sonhos vai entendeerrt',)"
"('@Anitta A Anitta declarando torcida pro Arthur Aguiar com esse emoji',)"
"('RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS',)"
"('Arthur Aguiar de novo na globo, já vejo preferência #BBB22 #Bigday',)"
"('Arthur Aguiar nem entrou e já pode sair',)"
"('essa bomba de arthur aguiar https://t.co/nAZBXzvLaV',)"
"('RT @caismila: ARTHUR AGUIAR CONFIRMADO\nO BRASIL NÃO MERECE ISSO\n#BBB22 https://t.co/bMUsRRkNqR',)"
"('O ARTHUR AGUIAR MIJEI DE RIR',)"
"('RT @SeriesBrasil: 3 curiosidades sobre o ator Arthur Aguiar, confirmado no #BBB22: \n\n- Traiu Mayra Cardi 16 vezes;\n- Participou da versão b…',)"
"('arthur aguiar no bbb meu pai',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('Socorro que o Arthur Aguiar foi confirmado? Jesus amado #BBB22',)"
"('MALHAÇÃO FOI ESCOLA PRO ARTHUR AGUIAR APRENDER A TRAIR A MAYRA CARDI',)"
"('Gente o boninho foi lazarento de chamar o Arthur Aguiar, tipo bora chamar um infiel tals PRA DAR BABADO',)"
"('RT @acostumadinha: medo de cair no papo do arthur aguiar e terminar o bbb22 dizendo que ele é uma vítima da sociedade',)"
"('Gnt ??\nArthur Aguiar??\nNunca imaginava juro \nA última pessoa q eu pensei q entraria na casa',)"
"('RT @bbb: Arthur Aguiar, do grupo Camarote, é ator e cantor, diz que é muito transparente e que, das provas de resistência, só vai sair carr…',)"
"('Arthur Aguiar na malhação já tá começando os trabalhos dando em cima da filha do chefe',)"
"('todo mundo concorda q o Arthur Aguiar deve ser o primeiro eliminado né, ranço desse cara',)"
"('bolão, com quem o Arthur Aguiar vai trair a mulher dele pela 17 vez?',)"
"('100% fechado com Arthur Aguiar e Luciano https://t.co/WjuQRZpKk3',)"
"('RT @whomath: o arthur aguiar entrando e eu lembrando disso #bbb22 https://t.co/uULhkvWaJS',)"
"('RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0',)"
"('RT @isa_targa: arthur aguiar o primeiro eliminado',)"
"('RT @badgalmafe: gente mas que sequência foi essa 6 pipocas ARTHUR AGUIAR 2 pipocas!?????? se quiser ajuda é só pedir globo',)"
"('AEEEE ARTHUR AGUIAR NO BBB O PRIMEIRO CAMAROTE ELIMINADO',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
"('ARTHUR AGUIAR NA MALHAÇÃO VOCÊS SABEM QUE AS VELHAS VÃO AMAR ELE REAL NÉ?',)"
"('Kakakakakka\n\nComeçou malhação e o personagem do Arthur Aguiar já levando enquadro pra não ser galinha \n\nAaaaaaaaa',)"
"('e não é q veio mesmo o arthur aguiar #BBB22',)"
"('ela vai causar mt é isso bota o feio do arthur aguiar no lugar dele https://t.co/y4wY55Rthf',)"
"('colocaram o Arthur Aguiar antes dos outros Camarotes pq tinha q ser antes de começar Malhação que tem ele kkkkkkkkkkkkkkkkkkkkkk\n\n#bbb22',)"
"('RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…',)"
"('RT @katnissong: arthur aguiar estou depositando todas as minhas expectativas de entretenimento em VOCÊ fale de rebelde traia a sua mulher e…',)"
"('RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional',)"
