Channel,Titles
"Curupira & Cia - musica ambiental, culinária e cultura",Intérprete Dalmo Pinheiro Filho  Música 'Arrumação'   de Elomar Figueira Melo
"Curupira & Cia - musica ambiental, culinária e cultura",Gnomos - Hermes Tuxaua/ Dalmo Pinheiro Filho/ Piabão
"Curupira & Cia - musica ambiental, culinária e cultura",Menino de Tambor- Hermes Tuxaua/Dalmo Pinheiro Filho
"Curupira & Cia - musica ambiental, culinária e cultura",Assas de Ícaro - Hermes Tuxaua / Dalmo Pinheiro Filho
"Curupira & Cia - musica ambiental, culinária e cultura",H2O - Hermes Tuxaua/Dalmo PInheiro Filho
"Curupira & Cia - musica ambiental, culinária e cultura",Senhor da ampulheta(ukulele)- Hermes Tuxaua/Dalmo Pinheiro Filho
"Curupira & Cia - musica ambiental, culinária e cultura",Consciência Verde- Hermes Tuxaua/Dalmo Pinheiro Filho
"Curupira & Cia - musica ambiental, culinária e cultura",Sertão profundo – Ocupação Elomar 2015   YouTube 2
