User,Tweet,Date,Source,Profile Photo
pinguimdoalaska,"provas de resistência personalizadas:

eslovênia: Se classificar pra Copa
luciano: 30 minutos sem punheta
arthur ag… https://t.co/mtjMnlRcl3",Thu Jan 20 01:51:38 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483665107460759552/6nR8bniJ_normal.jpg
comentanaa,"RT @RealitysVip: Amanhã o Rodrigo muda o foco da Naiara e passa pro Arthur Aguiar, por que ele só mira nos cancelados #BBB22",Thu Jan 20 01:51:36 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1472668434374836227/oNDGP71W_normal.jpg
iamamirrorbaII,"Só quero Jade Picon, Linn e Arthur Aguiar entrando nessa casa",Thu Jan 20 01:51:36 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1478179115769516035/iABrhs8u_normal.jpg
amandafodasi,RT @annajuliapfeil: tem que cuidar pro arthur aguiar não ver uma coach que faz jejum e não confundir c a esposa dele 🗣,Thu Jan 20 01:51:33 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1462333070862913540/liuNHuqF_normal.jpg
taizsoethe,"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",Thu Jan 20 01:51:30 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1438552471404691458/mgZ0ljVv_normal.jpg
luisaviana_,"de todo mundo não, mas eu quero ver a Naiara irritando um pouco mais as pessoas, quero ver o Arthur Aguiar sendo ví… https://t.co/Cbes8RJX7P",Thu Jan 20 01:51:28 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1401903381694894083/ElsQDKtS_normal.jpg
newrelentless,"RT @tracklist: Tiago Abravanel falou para os brothers que acha que as pessoas que faltam entrar no #BBB22 são Jade Picon, Linn da Quebrada…",Thu Jan 20 01:51:27 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483890703679864839/Wxb-uVQW_normal.jpg
catarinacoments,"RT @mtllpatroashuff: A BARBARA É FORMADA EM COACH AHHAAHHAHAHAAHHAHH #BBB222 

o arthur aguiar vai apaixonar",Thu Jan 20 01:51:11 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1438643032153284608/OuB6b8T4_normal.jpg
stezzw,"RT @tracklist: Tiago Abravanel falou para os brothers que acha que as pessoas que faltam entrar no #BBB22 são Jade Picon, Linn da Quebrada…",Thu Jan 20 01:51:11 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1458246906681954305/qLJvPtp5_normal.jpg
Guilhererme2,@allyxbpt Eu tô torcendo pro Arthur Aguiar trair com pelo menos umas 4,Thu Jan 20 01:51:10 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1470243582686683137/LbJp0fZQ_normal.jpg
letycia_comY,Ansiosa pra ver a jade e o Arthur Aguiar entrando no bbb amanhã,Thu Jan 20 01:51:01 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1468772815797202946/6prS1tdV_normal.jpg
wsLeey,@akaztsuki realidade:  perdendo pra arthur aguiar,Thu Jan 20 01:50:59 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479690222044647424/oR6mshFZ_normal.jpg
malvadasdoluan,"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",Thu Jan 20 01:50:53 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1425236595410616323/JNdxeFbQ_normal.jpg
Pabluu7,"RT @choquei: Jade Picon, Linn da Quebrada e Arthur Aguiar estão negativados para a COVID-19. Eles entrarão na casa amanhã pela manhã. #BBB22",Thu Jan 20 01:50:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1474939124004044800/PJXhRt0X_normal.jpg
eumyreal,"RT @tracklist: Tiago Abravanel falou para os brothers que acha que as pessoas que faltam entrar no #BBB22 são Jade Picon, Linn da Quebrada…",Thu Jan 20 01:50:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1444031235215564806/oQeiPgey_normal.jpg
beyondwaysophia,RT @ArthurAUruguai: @Aguiarthur Acho bom.. quando seja pras fãs de verdad e não pra interesado só,Thu Jan 20 01:50:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/890773971658051584/IEVvsDsF_normal.jpg
seokjbey,"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",Thu Jan 20 01:50:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1472280476358434820/m3oPhW0R_normal.jpg
beyondwaysophia,RT @Aguiarthur: O que vocês acham de um follow spree aqui no oficial? 👀,Thu Jan 20 01:50:31 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/890773971658051584/IEVvsDsF_normal.jpg
Ieobenders,RT @conradorodrigo0: O Arthur Aguiar vai se apaixonar kkkkk,Thu Jan 20 01:50:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483607563258187781/IjZy-y8S_normal.jpg
poetlartistt,"RT @tracklist: Tiago Abravanel falou para os brothers que acha que as pessoas que faltam entrar no #BBB22 são Jade Picon, Linn da Quebrada…",Thu Jan 20 01:50:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482213215710892034/PakxpTS3_normal.jpg
oohrusoko,"RT @RealitysVip: Amanhã o Rodrigo muda o foco da Naiara e passa pro Arthur Aguiar, por que ele só mira nos cancelados #BBB22",Thu Jan 20 01:50:20 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482681701507686400/F_uy18pq_normal.jpg
HIIAIIH,"Mayra Cardi que fique esperta, Bárbara pode fzr lavagem cerebral no Arthur Aguiar pra ele voltar a querer comer esc… https://t.co/mQMhusPNWf",Thu Jan 20 01:50:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483566130954477575/R3Sh2ILM_normal.jpg
_lucasssz,"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",Thu Jan 20 01:50:14 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1472399383035617285/bPF7TGhr_normal.jpg
