Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",arthur,1021
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",aguiar,988
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",bbb,884
RT @scarletcai: arthur aguiar tinha um só propósito no bbb e este era comer em paz olha a cara de felicidade https://t.co/q0GgP9TDc3,set(),'alegria',1039,[0.28],[0.01],[0.22],[0.27],[0.0],[0.15],[0.0],"['rt', 'arthur', 'aguiar', 'tinha', 'um', 'só', 'propósito', 'no', 'bbb', 'e', 'este', 'era', 'comer', 'em', 'paz', 'olha', 'a', 'cara', 'de', 'felicidade']","['rt', 'arthur', 'aguiar', 'tinha', 'um', 'só', 'propósito', 'no', 'bbb', 'e', 'este', 'era', 'comer', 'em', 'paz', 'olha', 'a', 'cara', 'de', 'felicidade']",rt,606
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",que,556
"@luansa__ eu fui até pesquisar, porque fiquei confuso.. pra mim sempre foi mayra
ela acabou de trocar, mesmo
https://t.co/lTDrCON30C",set(),'neutroï¿½,1039,[0.16],[0.01],[0.25],[0.46],[0.0],[0.09],[0.0],"['eu', 'fui', 'até', 'pesquisar', 'porque', 'fiquei', 'confuso', 'pra', 'mim', 'sempre', 'foi', 'mayra', 'ela', 'acabou', 'de', 'trocar', 'mesmo']","['eu', 'fui', 'até', 'pesquisar', 'porque', 'fiquei', 'confuso', 'pra', 'mim', 'sempre', 'foi', 'mayra', 'ela', 'acabou', 'de', 'trocar', 'mesmo']",e,498
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",o,448
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",em,392
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutroï¿½,1039,[0.19],[0.04],[0.17],[0.34],[0.0],[0.15],[0.0],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",pelo,374
o arthur aguiar no bbb https://t.co/kDjhF0qXfr,set(),'alegria',1039,[0.28],[0.01],[0.22],[0.27],[0.0],[0.15],[0.0],"['o', 'arthur', 'aguiar', 'no', 'bbb']","['o', 'arthur', 'aguiar', 'no', 'bbb']",agora,358
"O vídeo da filhinha do Arthur Aguiar pedindo pra ir pro BBB kkkkk muito fofaaaaa

“Boninho, deixa eu ir”
“Só um pouquinho, Boninho”",set(),'neutroï¿½,1039,[0.02],[0.01],[0.02],[0.88],[0.0],[0.03],[0.0],"['ir', 'boninho', 'o', 'vídeo', 'da', 'filhinha', 'do', 'arthur', 'aguiar', 'pedindo', 'pra', 'pro', 'bbb', 'kkkkk', 'muito', 'fofaaaaa', 'deixa', 'eu', 'só', 'um', 'pouquinho']","['ir', 'boninho', 'o', 'vídeo', 'da', 'filhinha', 'do', 'arthur', 'aguiar', 'pedindo', 'pra', 'pro', 'bbb', 'kkkkk', 'muito', 'fofaaaaa', 'deixa', 'eu', 'só', 'um', 'pouquinho']",rebelde,355
"g1 ouviu #177 - 'BBB', o musical: o som de Naiara Azevedo, Linn da Quebrada, Maria, Arthur Aguiar e Tiago Abravanel https://t.co/XrBJUnrx9S",set(),'alegria',1039,[0.28],[0.01],[0.22],[0.27],[0.0],[0.15],[0.0],"['o', 'ouviu', 'bbb', 'musical', 'som', 'de', 'naiara', 'azevedo', 'linn', 'da', 'quebrada', 'maria', 'arthur', 'aguiar', 'e', 'tiago', 'abravanel']","['o', 'ouviu', 'bbb', 'musical', 'som', 'de', 'naiara', 'azevedo', 'linn', 'da', 'quebrada', 'maria', 'arthur', 'aguiar', 'e', 'tiago', 'abravanel']",os,352
