Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"NAIARA, NÃO FAZ ISSO MULHER POR FAVORR!!

#BBB #BBB22 #nanacita 
Paredão, Esse BBB, Nanacita, Tadeu, Arthur Aguiar, Paulo André",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['naiara', 'não', 'faz', 'isso', 'mulher', 'por', 'favorr', 'paredão', 'esse', 'bbb', 'nanacita', 'tadeu', 'arthur', 'aguiar', 'paulo', 'andré']","['naiara', 'não', 'faz', 'isso', 'mulher', 'por', 'favorr', 'paredão', 'esse', 'bbb', 'nanacita', 'tadeu', 'arthur', 'aguiar', 'paulo', 'andré']",naiara,2523
"RT @izabelazzz: o homi que traiu a naiara VS o arthur aguiar traindo 16x a mayra cardi

os dois a 80 km/h 

quem ta MENOS errado?",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a', 'o', 'rt', 'homi', 'que', 'traiu', 'naiara', 'vs', 'arthur', 'aguiar', 'traindo', 'mayra', 'cardi', 'os', 'dois', 'km', 'h', 'quem', 'ta', 'menos', 'errado']","['a', 'o', 'rt', 'homi', 'que', 'traiu', 'naiara', 'vs', 'arthur', 'aguiar', 'traindo', 'mayra', 'cardi', 'os', 'dois', 'km', 'h', 'quem', 'ta', 'menos', 'errado']",arthur,2494
"Tchau Luciano:
.
.

#BBb22 Tadeu  Naiara o arthur Aguiar Jade Luciano Nathalia Rodrigo Eliezer Vai Jade #REDEBBB 
 https://t.co/KA4etQjkjE",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['luciano', 'jade', 'tchau', 'tadeu', 'naiara', 'o', 'arthur', 'aguiar', 'nathalia', 'rodrigo', 'eliezer', 'vai']","['luciano', 'jade', 'tchau', 'tadeu', 'naiara', 'o', 'arthur', 'aguiar', 'nathalia', 'rodrigo', 'eliezer', 'vai']",aguiar,2491
"NAIARA VAI SAIR? GENTE???

#BBB #BBB22 
Paredão, Esse BBB, Nanacita, Tadeu, Arthur Aguiar",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['naiara', 'vai', 'sair', 'gente', 'paredão', 'esse', 'bbb', 'nanacita', 'tadeu', 'arthur', 'aguiar']","['naiara', 'vai', 'sair', 'gente', 'paredão', 'esse', 'bbb', 'nanacita', 'tadeu', 'arthur', 'aguiar']",o,1799
Eu vivi p ver o Arthur Aguiar dando lição na Naiara. É isto,set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['eu', 'vivi', 'p', 'ver', 'o', 'arthur', 'aguiar', 'dando', 'lição', 'na', 'naiara', 'é', 'isto']","['eu', 'vivi', 'p', 'ver', 'o', 'arthur', 'aguiar', 'dando', 'lição', 'na', 'naiara', 'é', 'isto']",rt,1611
"RT @delonge: magina o arthur aguiar ter vergonha alheia de você? caralho, naiara",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'magina', 'o', 'arthur', 'aguiar', 'ter', 'vergonha', 'alheia', 'de', 'você', 'caralho', 'naiara']","['rt', 'magina', 'o', 'arthur', 'aguiar', 'ter', 'vergonha', 'alheia', 'de', 'você', 'caralho', 'naiara']",na,1086
só resta arthur aguiar intervir na tentativa de vt da naiara novamente KKKK,set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['só', 'resta', 'arthur', 'aguiar', 'intervir', 'na', 'tentativa', 'de', 'vt', 'da', 'naiara', 'novamente', 'kkkk']","['só', 'resta', 'arthur', 'aguiar', 'intervir', 'na', 'tentativa', 'de', 'vt', 'da', 'naiara', 'novamente', 'kkkk']",do,920
"RT @mariachurin: meus favs:
jade
scooby 
paulo 
barbára 

gosto: 
bruna
laís
eli 
douglas 
thiago 
rodrigo 

não fede nem cheira:
jessi 
vi…",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['rt', 'meus', 'favs', 'jade', 'scooby', 'paulo', 'barbára', 'gosto', 'bruna', 'laís', 'eli', 'douglas', 'thiago', 'rodrigo', 'não', 'fede', 'nem', 'cheira', 'jessi', 'vi']","['rt', 'meus', 'favs', 'jade', 'scooby', 'paulo', 'barbára', 'gosto', 'bruna', 'laís', 'eli', 'douglas', 'thiago', 'rodrigo', 'não', 'fede', 'nem', 'cheira', 'jessi', 'vi']",a,902
"o homi que traiu a naiara VS o arthur aguiar traindo 16x a mayra cardi

os dois a 80 km/h 

quem ta MENOS errado?",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['a', 'o', 'homi', 'que', 'traiu', 'naiara', 'vs', 'arthur', 'aguiar', 'traindo', 'mayra', 'cardi', 'os', 'dois', 'km', 'h', 'quem', 'ta', 'menos', 'errado']","['a', 'o', 'homi', 'que', 'traiu', 'naiara', 'vs', 'arthur', 'aguiar', 'traindo', 'mayra', 'cardi', 'os', 'dois', 'km', 'h', 'quem', 'ta', 'menos', 'errado']",fecho,814
"RT @timecuzcuz: Brasileiros chegando no Gshow pra votar no Luciano:
.
.

#BBb22 Tadeu  Naiara o arthur Aguiar Jade Luciano Nathalia Rodrigo…",set(),'alegria',2573,[0.5],[0.01],[0.32],[0.0],[0.16],[0.01],[0.0],"['no', 'luciano', 'rt', 'brasileiros', 'chegando', 'gshow', 'pra', 'votar', 'tadeu', 'naiara', 'o', 'arthur', 'aguiar', 'jade', 'nathalia', 'rodrigo']","['no', 'luciano', 'rt', 'brasileiros', 'chegando', 'gshow', 'pra', 'votar', 'tadeu', 'naiara', 'o', 'arthur', 'aguiar', 'jade', 'nathalia', 'rodrigo']",necessário,684
