Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @oficialmussi: sejamos diretos e práticos @Silva_DG não está ali para jogar, votou no Vini porque ele não ia receber voto. Oi?! Então bo…",set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']","['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']",rt,2318
"RT @oficialmussi: sejamos diretos e práticos @Silva_DG não está ali para jogar, votou no Vini porque ele não ia receber voto. Oi?! Então bo…",set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']","['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']",e,2240
"RT @oficialmussi: sejamos diretos e práticos @Silva_DG não está ali para jogar, votou no Vini porque ele não ia receber voto. Oi?! Então bo…",set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']","['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']",não,2172
"RT @PaolaDeboche: ARRASTÃO DAS DEBOCHADAS 

🟢 Comente um emoji a cada 10 votos

⏰ Encerra às 14h

🔴 #ForaDouglas #ForaDG 

📲 Link: https://…","{'⏰', '🔴', '🟢', '📲'}",'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']","['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']",no,2154
O Douglas faz parte da turma do BBB DO AMOR e ele não ajuda em nada no jogo.#foraDG #ForaDouglas,set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['do', 'o', 'douglas', 'faz', 'parte', 'da', 'turma', 'bbb', 'amor', 'e', 'ele', 'não', 'ajuda', 'em', 'nada', 'no', 'jogo']","['do', 'o', 'douglas', 'faz', 'parte', 'da', 'turma', 'bbb', 'amor', 'e', 'ele', 'não', 'ajuda', 'em', 'nada', 'no', 'jogo']",jogar,2083
"RT @monni_tuiteira: ✨MEGA MUTIRÃO REBELDE 24 HRS ✨
🟢 Comente um emoji a cada 10 votos

⏰ Encerra AMANHÃ 09:00 hrs
🔴 #ForaDouglas #ForaDG…","{'⏰', '✨', '🔴', '🟢'}",'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['hrs', 'rt', 'mega', 'mutirão', 'rebelde', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'amanhã']","['hrs', 'rt', 'mega', 'mutirão', 'rebelde', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'amanhã']",ele,2073
"RT @oficialmussi: sejamos diretos e práticos @Silva_DG não está ali para jogar, votou no Vini porque ele não ia receber voto. Oi?! Então bo…",set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']","['não', 'rt', 'sejamos', 'diretos', 'e', 'práticos', 'está', 'ali', 'para', 'jogar', 'votou', 'no', 'vini', 'porque', 'ele', 'ia', 'receber', 'voto', 'oi', 'então', 'bo']",para,2063
"RT @PaolaDeboche: ARRASTÃO DAS DEBOCHADAS 

🟢 Comente um emoji a cada 10 votos

⏰ Encerra às 14h

🔴 #ForaDouglas #ForaDG 

📲 Link: https://…","{'⏰', '🔴', '🟢', '📲'}",'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']","['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']",então,2058
Em quem vcs estão votando ? #bbb #bbb22 #redebbb #FicaArthur #FicaNaiara #FicaNanacita #FicaDouglas #ForaDouglas… https://t.co/GYTaNsI0dS,set(),'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['em', 'quem', 'vcs', 'estão', 'votando']","['em', 'quem', 'vcs', 'estão', 'votando']",voto,2051
"RT @PaolaDeboche: ARRASTÃO DAS DEBOCHADAS 

🟢 Comente um emoji a cada 10 votos

⏰ Encerra às 14h

🔴 #ForaDouglas #ForaDG 

📲 Link: https://…","{'⏰', '🔴', '🟢', '📲'}",'alegria',2788,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']","['rt', 'arrastão', 'das', 'debochadas', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'às', 'link']",está,2030
