Tweet,Translate,Emoji,Sentiment
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
RT @rennanleta: Imagina uma conversa entre Arthur Aguiar e Pedro Scooby sobre paternidade,RT @rennanleta: Imagina uma conversa entre Arthur Aguiar e Pedro Scooby sobre paternidade,set(),0.0
Arthur Aguiar e Pedro scooby meu Deus sinto a radioatividade daqui,Arthur Aguiar e Pedro scooby meu Deus sinto a radioatividade daqui,set(),0.0
"RT @xmaicow: o brasil esperava: T3ddy 
recebeu: Arthur Aguiar no BBB 🤡 https://t.co/iA9o0sj9e7","RT @xmaicow: o brasil esperava: T3ddy 
recebeu: Arthur Aguiar no BBB 🤡 https://t.co/iA9o0sj9e7",{'🤡'},0.05
RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,RT @vanglockkk: prova de resistência do Arthur Aguiar é ficar 3 meses sem trair a mulher em rede nacional,set(),0.0
"Jade, Scoob e Arthur Aguiar no mesmo BBB 
Tô muito animada","Jade, Scoob e Arthur Aguiar no mesmo BBB 
Tô muito animada",set(),0.0
o que o arthur aguiar vai macetar a jade picon vai ser sacanagem,o que o arthur aguiar vai macetar a jade picon vai ser sacanagem,set(),0.0
"#BigDay tá bem fail hein? Tirando Arthur Aguiar e Maria, os camarote são tudo pipoca. E os dois citados nem são tão camarote assim....","#BigDay tá bem fail hein? Tirando Arthur Aguiar e Maria, os camarote são tudo pipoca. E os dois citados nem são tão camarote assim....",set(),-0.5
Quero só ver o que vai ser o Arthur Aguiar e a Jade Picon no bbb kkkkk,Quero só ver o que vai ser o Arthur Aguiar e a Jade Picon no bbb kkkkk,set(),0.0
