Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @CoastWill: Jade tá cuspindo pela casa inteira, q fez a maior jogada da história do BBB.
Disse q vai perguntar ao Arthur, qual música el…",set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']","['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']",jade,127
RT @sugarhitalo: Até que enfim perceberam que lugar de riquinha mimada é no instagram não no bbb #ForaJade #BBB22 https://t.co/YwRj6EZcF4,set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['que', 'no', 'rt', 'até', 'enfim', 'perceberam', 'lugar', 'de', 'riquinha', 'mimada', 'é', 'instagram', 'não', 'bbb']","['que', 'no', 'rt', 'até', 'enfim', 'perceberam', 'lugar', 'de', 'riquinha', 'mimada', 'é', 'instagram', 'não', 'bbb']",bbb,116
"RT @CoastWill: Jade tá cuspindo pela casa inteira, q fez a maior jogada da história do BBB.
Disse q vai perguntar ao Arthur, qual música el…",set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']","['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']",a,95
"RT @CoastWill: Jade tá cuspindo pela casa inteira, q fez a maior jogada da história do BBB.
Disse q vai perguntar ao Arthur, qual música el…",set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']","['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']",que,75
"RT @CoastWill: Jade tá cuspindo pela casa inteira, q fez a maior jogada da história do BBB.
Disse q vai perguntar ao Arthur, qual música el…",set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']","['q', 'rt', 'jade', 'tá', 'cuspindo', 'pela', 'casa', 'inteira', 'fez', 'a', 'maior', 'jogada', 'da', 'história', 'do', 'bbb', 'disse', 'vai', 'perguntar', 'ao', 'arthur', 'qual', 'música', 'el']",do,68
@bbb #BBB22 #ForaJade JOSH BEAUCHAMP lexi emmy LET SOMEBODY GO MUSIC VIDEO #MelodicVoiceINDay #HappyINDay Extraordl… https://t.co/p4gUy85jhK,set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['josh', 'beauchamp', 'lexi', 'emmy', 'let', 'somebody', 'go', 'music', 'video', 'extraordl']","['josh', 'beauchamp', 'lexi', 'emmy', 'let', 'somebody', 'go', 'music', 'video', 'extraordl']",rt,64
@bbb #ForaJade,set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],[],[],de,64
Eu to amando isso #bbb #ForaDouglas #FicaArthur #FicaNaiara #ForaJade https://t.co/xuXSO4LEUx,set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['eu', 'to', 'amando', 'isso']","['eu', 'to', 'amando', 'isso']",é,62
RT @sugarhitalo: Até que enfim perceberam que lugar de riquinha mimada é no instagram não no bbb #ForaJade #BBB22 https://t.co/YwRj6EZcF4,set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['que', 'no', 'rt', 'até', 'enfim', 'perceberam', 'lugar', 'de', 'riquinha', 'mimada', 'é', 'instagram', 'não', 'bbb']","['que', 'no', 'rt', 'até', 'enfim', 'perceberam', 'lugar', 'de', 'riquinha', 'mimada', 'é', 'instagram', 'não', 'bbb']",não,62
"Pois é...

Esse povo nunca viu, um único episódio dos dois últimos #bbb

#ForaJade #RedeBBB #BBB22 https://t.co/mhs2DEaYzY",set(),'alegria',218,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['pois', 'é', 'esse', 'povo', 'nunca', 'viu', 'um', 'único', 'episódio', 'dos', 'dois', 'últimos']","['pois', 'é', 'esse', 'povo', 'nunca', 'viu', 'um', 'único', 'episódio', 'dos', 'dois', 'últimos']",o,62
