User,Tweet,Date,Source,Profile Photo
leticia__siilva,@Aguiarthur SEGUE EUUUUUU ADM,Wed Jan 19 20:02:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482511528377131013/L9jhnXUK_normal.jpg
gleicegomess,@Aguiarthur ✨,Wed Jan 19 20:02:22 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1433517623250194445/ryWc9VLv_normal.jpg
dreewchangsz,@Aguiarthur ✨,Wed Jan 19 20:02:21 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1397011334424940544/hqDgh7zw_normal.jpg
tuitaciel,@Aguiarthur ✨,Wed Jan 19 20:02:13 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1476972433408237574/C-KPA_kM_normal.jpg
nandareality22,@Aguiarthur Me segueeeeee,Wed Jan 19 20:02:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483190928386969600/Q1FNP7j3_normal.jpg
mermaidxss,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:02:09 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1397614600691007491/oZnAYWl__normal.jpg
mermaidxss,@Aguiarthur ✨✨✨,Wed Jan 19 20:02:03 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1397614600691007491/oZnAYWl__normal.jpg
wolvinnie,@Aguiarthur Eu quero follow da lenda,Wed Jan 19 20:01:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483640629330649089/V1C2AXte_normal.jpg
BrunoPaulo777,@Aguiarthur Oi ADM ✨,Wed Jan 19 20:01:58 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480030505508741120/uVvTJlTO_normal.jpg
tuitaciel,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:01:55 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1476972433408237574/C-KPA_kM_normal.jpg
BiatrizRodr42,@Aguiarthur ✨,Wed Jan 19 20:01:43 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477396365596577792/e2vtSXSm_normal.jpg
vibes_aguiar,@Aguiarthur Segue aqui adm ✨,Wed Jan 19 20:01:38 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482159528305168391/GdxvgO6B_normal.jpg
fedescco,"@Aguiarthur deixa eu ser o 460 do seguindo de vocês adm, me segue pf ✨",Wed Jan 19 20:01:35 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1472948871672303616/9RFP17qR_normal.jpg
BiatrizRodr42,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:01:29 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477396365596577792/e2vtSXSm_normal.jpg
agrandonasemedo,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:01:17 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483807230159990786/inbBPfT5_normal.jpg
agrandonasemedo,@Aguiarthur ✨,Wed Jan 19 20:01:15 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483807230159990786/inbBPfT5_normal.jpg
marialu18985296,"RT @WeakpointRbr: @Aguiarthur Segue aqui, adm @iKannax 💛",Wed Jan 19 20:01:04 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1463901383619403781/M6tkRShr_normal.jpg
WeakpointRbr,"@Aguiarthur Segue aqui, adm @iKannax 💛",Wed Jan 19 20:01:00 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483195563545927686/huEbkKRW_normal.jpg
carol_tombei,@oliveiraaellen_ @Aguiarthur ✨💚✨💚,Wed Jan 19 20:00:47 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483564700931665923/E-tVGK77_normal.jpg
cuscuzette,@Aguiarthur ✨,Wed Jan 19 20:00:46 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482424515753914371/vUyLeasI_normal.jpg
carol_tombei,@oliveiraaellen_ @Aguiarthur Me segue adm,Wed Jan 19 20:00:40 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483564700931665923/E-tVGK77_normal.jpg
i4burihan,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:00:27 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483564894456791042/2FHTNtZx_normal.jpg
O_Leandros,"RT @Aguiarthur: ✨ FOLLOW TRICK DO #TeamAguiar  ✨

- RT e FAV
- Comente o emoji ✨
- Seguir quem deu RT e FAV
- Seguir quem curtir seu emoji…",Wed Jan 19 20:00:06 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1259886521731121152/NiqRMBuW_normal.jpg
cuscuzette,@Aguiarthur ✨,Wed Jan 19 20:00:05 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1482424515753914371/vUyLeasI_normal.jpg
i4burihan,@Aguiarthur ADM ME SEGUE ✨✨✨,Wed Jan 19 19:59:53 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483564894456791042/2FHTNtZx_normal.jpg
SimoneNaeRobson,Ele tá chegandoooo  @Aguiarthur https://t.co/FikIf6Dovh,Wed Jan 19 19:59:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1403714996001980420/R10WJ0Zu_normal.jpg
O_Leandros,@Aguiarthur ✨,Wed Jan 19 19:59:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1259886521731121152/NiqRMBuW_normal.jpg
i4burihan,@Aguiarthur ADM ME SEGUE ✨✨,Wed Jan 19 19:59:45 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483564894456791042/2FHTNtZx_normal.jpg
aIexadmies,@Aguiarthur N ESQUECE DE MIM ADM #TeamAguiar  #TeamAguiar  #TeamAguiar  #TeamAguiar  #TeamAguiar @Aguiarthur c,Wed Jan 19 19:59:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483892475110510604/NKZsz02a_normal.jpg
Luizaacomenta,@Aguiarthur @isinha__01 ✨,Wed Jan 19 19:59:41 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1415258474636845056/3DkInvbi_normal.jpg
