Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
o Arthur Aguiar versão BBB https://t.co/J28hkTMfXS,set(),'neutro',1063,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['o', 'arthur', 'aguiar', 'versão', 'bbb']","['o', 'arthur', 'aguiar', 'versão', 'bbb']",arthur,1045
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutro',1063,[0.21],[0.19],[0.42],[0.0],[0.16],[0.0],[0.01],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",aguiar,1012
Arthur Aguiar entrou no BBB pra pedir ajuda,set(),'neutro',1063,[0.06],[0.06],[0.79],[0.0],[0.08],[0.0],[0.01],"['arthur', 'aguiar', 'entrou', 'no', 'bbb', 'pra', 'pedir', 'ajuda']","['arthur', 'aguiar', 'entrou', 'no', 'bbb', 'pra', 'pedir', 'ajuda']",bbb,908
eu to adorando o arthur aguiar no bbb q odio kkkkkkkk,set(),'neutro',1063,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['eu', 'to', 'adorando', 'o', 'arthur', 'aguiar', 'no', 'bbb', 'q', 'odio', 'kkkkkkkk']","['eu', 'to', 'adorando', 'o', 'arthur', 'aguiar', 'no', 'bbb', 'q', 'odio', 'kkkkkkkk']",rt,622
arthur aguiar melhor escalação desse BBB e digo mais https://t.co/n1Q8kfj9ih,set(),'neutro',1063,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['arthur', 'aguiar', 'melhor', 'escalação', 'desse', 'bbb', 'e', 'digo', 'mais']","['arthur', 'aguiar', 'melhor', 'escalação', 'desse', 'bbb', 'e', 'digo', 'mais']",que,573
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutro',1063,[0.21],[0.19],[0.42],[0.0],[0.16],[0.0],[0.01],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",e,517
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutro',1063,[0.21],[0.19],[0.42],[0.0],[0.16],[0.0],[0.01],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",o,451
RT @mateusalp: teoria: arthur aguiar entrou no bbb pq sabia que todo mundo iria passar a achar a mayra cardi insuportável e passar um panin…,set(),'neutro',1063,[0.02],[0.01],[0.93],[0.0],[0.04],[0.0],[0.0],"['passar', 'a', 'rt', 'teoria', 'arthur', 'aguiar', 'entrou', 'no', 'bbb', 'pq', 'sabia', 'que', 'todo', 'mundo', 'iria', 'achar', 'mayra', 'cardi', 'insuportável', 'e', 'um', 'panin']","['passar', 'a', 'rt', 'teoria', 'arthur', 'aguiar', 'entrou', 'no', 'bbb', 'pq', 'sabia', 'que', 'todo', 'mundo', 'iria', 'achar', 'mayra', 'cardi', 'insuportável', 'e', 'um', 'panin']",em,408
ate o final desse bbb a gente vai descobrir que as supostas traições do arthur aguiar nunca foram c mulheres e sim… https://t.co/k5qX1UcEEo,set(),'neutro',1063,[0.19],[0.09],[0.39],[0.0],[0.31],[0.0],[0.01],"['ate', 'o', 'final', 'desse', 'bbb', 'a', 'gente', 'vai', 'descobrir', 'que', 'as', 'supostas', 'traições', 'do', 'arthur', 'aguiar', 'nunca', 'foram', 'c', 'mulheres', 'e', 'sim']","['ate', 'o', 'final', 'desse', 'bbb', 'a', 'gente', 'vai', 'descobrir', 'que', 'as', 'supostas', 'traições', 'do', 'arthur', 'aguiar', 'nunca', 'foram', 'c', 'mulheres', 'e', 'sim']",pelo,389
RT @sunbridgerton: Pensar que em Rebelde Arthur Aguiar e Carla Diaz faziam irmãos e agora os dois passaram pelo BBB https://t.co/RbJKVBph0B,set(),'neutro',1063,[0.21],[0.19],[0.42],[0.0],[0.16],[0.0],[0.01],"['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']","['e', 'rt', 'pensar', 'que', 'em', 'rebelde', 'arthur', 'aguiar', 'carla', 'diaz', 'faziam', 'irmãos', 'agora', 'os', 'dois', 'passaram', 'pelo', 'bbb']",agora,373
