User,Tweet,Date,Source,Profile Photo
lucasthemocrats,"RT @camillavianag: Arthur Aguiar disse que seria uma tartaruga por ser um animal que coloca ovo em vários lugares, mas sempre volta da casa…",Thu Jan 20 17:18:51 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1467541224701714434/3_VMm2z8_normal.jpg
Cry_butera5,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:50 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1398078294210322432/q6aQaw8__normal.jpg
hrricats,teria chifres de arthur aguiar e filhos de pedro scooby,Thu Jan 20 17:18:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1446278915803303938/LcziGDUl_normal.jpg
lucasaugl,"minha torcida por enquanto é no arthur aguiar por representar os homens de 1,70",Thu Jan 20 17:18:49 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1453572465733558280/5uqxGXWd_normal.jpg
streetscd,"RT @brunorahall: a produção: nossa que barulho eh esse

o arthur aguiar com a psicóloga do bbb de madrugada: https://t.co/cT7msMpB2C",Thu Jan 20 17:18:49 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1443715765727809545/JRxnnHHg_normal.jpg
lostkardashianz,"RT @nandohltvorg: ja se passou 10 minutos e arthur aguiar nao pegou ninguem

novo homem???fiel a mayra cardi??",Thu Jan 20 17:18:49 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1482892731877933058/1qrIIEuV_normal.jpg
mendesrr1,RT @lucasvivot: 10 minutos e o arthur aguiar não pegou ninguém.............. um novo homem?,Thu Jan 20 17:18:49 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1455586466273366019/0-f94pBS_normal.jpg
laracomentts,"@marinaxls @Aguiarthur tomara que vc goste dele, ele é legal",Thu Jan 20 17:18:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483135753509089285/fT0qRsmv_normal.jpg
ikauffmyself,RT @heymahnery: O animal do Arthur Aguiar é o golfinho AHAHAHAHAHA a piada já vem pronta 🗣🗣🗣 #bbb22,Thu Jan 20 17:18:47 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1480761337894612993/jk5YlSS2_normal.jpg
henriqowski,"RT @balotaromantico: arthur aguiar acaba de chegar no bbb

o representante dos canalhas, dos infieis.
é mais uma derrota, que dia triste. h…",Thu Jan 20 17:18:47 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1483458884383776774/XBtT-Yul_normal.jpg
Eriii20_,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1465699498349379584/7tWoGQ1H_normal.jpg
IvanPCara,E o Arthur Aguiar já comeu a Jade Picon. Procede @MauMeirelles ?? #BBB222 https://t.co/t3wZ9oKQP7,Thu Jan 20 17:18:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1475222032149356544/GCfm8tRv_normal.jpg
Nands_Random,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:46 +0000 2022,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",http://pbs.twimg.com/profile_images/1171010956270419968/DuI9dOr3_normal.jpg
_marcelamont_,"RT @ogustavoz: Arthur aguiar entra no bbb

o programa automaticamente:

#JadePicon jade picona / jade 🗣🗣🗣🗣 #BBB22 https://t.co/6RgbJRvhkB",Thu Jan 20 17:18:46 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1483269555476746240/1SuBaxx9_normal.jpg
raphaeluerj,"RT @balotaromantico: arthur aguiar acaba de chegar no bbb

o representante dos canalhas, dos infieis.
é mais uma derrota, que dia triste. h…",Thu Jan 20 17:18:46 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1466782954215063555/XRDMLNfS_normal.jpg
bicalhoxls,"RT @kaiquebritor: desculpa mas eu lá no bbb com arthur aguiar eu ia ficar o dia todo cantando

HEY O AMOR ESTÁ EM JOGO ALGUÉM TEM QUE CEDER…",Thu Jan 20 17:18:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483874196300124168/VoXeFtMf_normal.jpg
Koe_Doug,"RT @poetasfla1: Se a Mayra cardi confia no Arthur Aguiar pq n confiar q o Barcelona tenha capacidade de ganhar?

MANINHO, 4.20, VAI PERDER?…",Thu Jan 20 17:18:44 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478837601272537094/t2kDSELz_normal.jpg
Pauliinhapollo,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:43 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1228138571384737792/kykRJzxs_normal.jpg
Paulinhacards,"RT @CentralReaIity: Emoji dos participantes #BBB22 

📌CAMAROTE:

Emojis #BBB22 

✨ Arthur Aguiar
🌊 Pedro Scooby 
🦄 Brunna Gonçalves
🏁 Paulo…",Thu Jan 20 17:18:42 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1471279363635224581/sAI8-LiT_normal.jpg
DalilaRms1,@anaclaudiandrad @Aguiarthur Enviei pro @euleodias kkkkkkk,Thu Jan 20 17:18:41 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480250774512877569/gsepQFSN_normal.jpg
BeatrizMelo_,Eu teria medo de entrar nesse #BBB e depois aparecer no infográfico do Léo Dias dizendo que eu fiquei com o Arthur Aguiar.,Thu Jan 20 17:18:40 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1430342859299991570/n21Ej7Of_normal.jpg
juliekkjkkk,"RT @Felipedylonfake: Jade picon muito fofa, parece que saiu da escola e foi pro projac
Linn muito linda, amando ela 
Arthur:Aguiar",Thu Jan 20 17:18:40 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1483907076174888962/TFWcYcRe_normal.jpg
BiatrizRodr42,RT @Aguiarthur: Essa carinha 💛✨ #BBB22 https://t.co/a2HTbCjDyV,Thu Jan 20 17:18:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477396365596577792/e2vtSXSm_normal.jpg
favpaiva,"RT @GiovanneTeamBR: Arthur Aguiar falando que seria um golfinho

Linn - ""e o golfinho não é so sexo, viu gente?"" KKKKKKKKKKKKKKKKKKKKKKKKKK…",Thu Jan 20 17:18:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483959527175331847/Utn2Y8zI_normal.jpg
Petereilissh,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:39 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1483610782550171648/5tz_s_3H_normal.jpg
ruancarioca_,"pra quem desacreditou, tá ai a prova..

arthur aguiar já está há quase 2 horas sem trair sua mulher no bbb.

não te… https://t.co/d7fsusfLdW",Thu Jan 20 17:18:38 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1477133552596787203/5EeL2ZGw_normal.jpg
TaGravadoBrasil,Arthur Aguiar pergunta se brothers não desconfiaram de nada e Tiago Abravanel diz: 'Tinha certeza que vocês iam ent… https://t.co/KwRM0Afmqw,Thu Jan 20 17:18:38 +0000 2022,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",http://pbs.twimg.com/profile_images/1228102964528762880/p3DpmWrA_normal.jpg
tainadaamazonia,"RT @Dantinhas: No jogo da Lina, Arthur Aguiar disse que seria um golfinho #BBB22  https://t.co/pRnC8dg6Na",Thu Jan 20 17:18:37 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1480953396001755143/Xq_Bo0oB_normal.jpg
lucaszxc_,RT @Aguiarthur: Essa carinha 💛✨ #BBB22 https://t.co/a2HTbCjDyV,Thu Jan 20 17:18:37 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477395804918882311/i6TgPEkW_normal.jpg
dobby_luccas,Arthur Aguiar ainda não pegou ninguém? Tóxico,Thu Jan 20 17:18:37 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1459730237202305025/uDSV-bKD_normal.jpg
vinicomentx,RT @eslomarques: Eslô recebendo o @Aguiarthur! Seja bem-vindo. https://t.co/h2OftidruQ,Thu Jan 20 17:18:36 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1478451709181677576/Wk8_fH9s_normal.jpg
euquaseCAIO,RT @leandrocarneiro: Quase dez minutos e Arthur Aguiar segue fiel a Mayra Cardi. É um novo homem. #bbb22,Thu Jan 20 17:18:35 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1192080639220232192/_zsvD0vU_normal.jpg
Guibrlima,"Gente, o Arthur Aguiar já entrou na casa do #BBB22, pq ninguém está falando dele? https://t.co/iGYBKaqhlH",Thu Jan 20 17:18:34 +0000 2022,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",http://pbs.twimg.com/profile_images/1475303868208762882/T_J8Xcru_normal.jpg
hpc4io,"RT @tracklist: 16) RESUMÃO

- Natália já invadiu um show do David Guetta

- Lucas acha que está na mira dos votos pelo seu jeito quieto 

-…",Thu Jan 20 17:18:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1456424539898978305/ZuwC2O7L_normal.jpg
pameborges20,RT @leandrocarneiro: Quase dez minutos e Arthur Aguiar segue fiel a Mayra Cardi. É um novo homem. #bbb22,Thu Jan 20 17:18:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1475127624133447684/3vC24Oyd_normal.jpg
gvernilo,RT @heymahnery: O animal do Arthur Aguiar é o golfinho AHAHAHAHAHA a piada já vem pronta 🗣🗣🗣 #bbb22,Thu Jan 20 17:18:34 +0000 2022,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://pbs.twimg.com/profile_images/1395767171528249345/mK6aDpfE_normal.jpg
DyCerri,"RT @DimitraVulcana: Gente. Eu não passo pano e nem tô afim de ficar dando biscoito pra Arthur Aguiar, Paulo e Lucas. Nem Naiara .
São meus…",Thu Jan 20 17:18:34 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1477469015618600968/E-x8wFKn_normal.jpg
kjsyoup,já tive crush no arthur aguiar idai que ele é cafajeste nem todo mundo nasceu com caráter,Thu Jan 20 17:18:33 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1479787189831671815/zS5kieq9_normal.jpg
KennyParciais,"RT @GiovanneTeamBR: Arthur Aguiar falando que seria um golfinho

Linn - ""e o golfinho não é so sexo, viu gente?"" KKKKKKKKKKKKKKKKKKKKKKKKKK…",Thu Jan 20 17:18:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1473114158153572355/grZIbqsI_normal.jpg
bluepurplepjm,"RT @SeriesBrasil: Escondam as mulheres da casa!

Arthur Aguiar entrou no #BBB22. https://t.co/IQI0BQMxXj",Thu Jan 20 17:18:32 +0000 2022,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://pbs.twimg.com/profile_images/1401031921820372994/6hWCXPl4_normal.jpg
