Tweet,Emojis,SentimentML,Quantidade,Alegria,Medo,Neutro,Nojo,Raiva,Tristeza,Alias,Frequencias,Phrase,Words,Frequency
"RT @Naiarazevedo: ✅💸MUTIRÃO FEAT COMADRES @linndaquebrada @a_jessilane @oficial_deodato  INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰…","{'⏰', '💸', '⚠️', '✅'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'feat', 'comadres', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos']","['rt', 'mutirão', 'feat', 'comadres', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos']",rt,5500
"Ninguém perguntou, mas nesse paredão serei #ForaDouglas. ¯\_(ツ)_/¯ 
Daqui pra amanhã depositarei uns votos no gshow.
#bbb22",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['ninguém', 'perguntou', 'mas', 'nesse', 'paredão', 'serei', 'ツ', 'daqui', 'pra', 'amanhã', 'depositarei', 'uns', 'votos', 'no', 'gshow']","['ninguém', 'perguntou', 'mas', 'nesse', 'paredão', 'serei', 'ツ', 'daqui', 'pra', 'amanhã', 'depositarei', 'uns', 'votos', 'no', 'gshow']",a,4485
"RT @Naiarazevedo: ✅💸MUTIRÃO CONTRASTE INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 13h 
❌ O voto é para eliminar, votem no DO…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'contraste', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no', 'do']","['rt', 'mutirão', 'contraste', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no', 'do']",um,3966
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",cada,3879
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",mutirão,3757
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",votos,3568
RT @itolindoo: O Scooby falando que o Douglas vai voltar GIGANTE do paredão e o Douglas chamando a Naiara de planta! #ForaDouglas https://t…,set(),'neutro',6001,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['o', 'douglas', 'rt', 'scooby', 'falando', 'que', 'vai', 'voltar', 'gigante', 'do', 'paredão', 'e', 'chamando', 'a', 'naiara', 'de', 'planta']","['o', 'douglas', 'rt', 'scooby', 'falando', 'que', 'vai', 'voltar', 'gigante', 'do', 'paredão', 'e', 'chamando', 'a', 'naiara', 'de', 'planta']",iniciado,3555
"RT @Naiarazevedo: ✅💸MUTIRÃO CONTRASTE INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 13h 
❌ O voto é para eliminar, votem no DO…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'contraste', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no', 'do']","['rt', 'mutirão', 'contraste', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no', 'do']",comente,3555
"RT @Naiarazevedo: ✅💸MUTIRÃO, OPS… ARRASTÃO INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 01h 
❌ O voto é para eliminar, votem…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'ops', 'arrastão', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem']","['rt', 'mutirão', 'ops', 'arrastão', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem']",emoji,3555
"em quem vocês vão nesse paredão?? oq acharam da indicação da jade??

NAO E POSSIVEL | Jadoca | O PA | #ParedaoBBB |… https://t.co/fshcQaR490",set(),'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['da', 'em', 'quem', 'vocês', 'vão', 'nesse', 'paredão', 'oq', 'acharam', 'indicação', 'jade', 'nao', 'e', 'possivel', 'jadoca', 'o', 'pa']","['da', 'em', 'quem', 'vocês', 'vão', 'nesse', 'paredão', 'oq', 'acharam', 'indicação', 'jade', 'nao', 'e', 'possivel', 'jadoca', 'o', 'pa']",o,3124
RT @itolindoo: O Scooby falando que o Douglas vai voltar GIGANTE do paredão e o Douglas chamando a Naiara de planta! #ForaDouglas https://t…,set(),'neutro',6001,[0.26],[0.06],[0.52],[0.0],[0.14],[0.0],[0.01],"['o', 'douglas', 'rt', 'scooby', 'falando', 'que', 'vai', 'voltar', 'gigante', 'do', 'paredão', 'e', 'chamando', 'a', 'naiara', 'de', 'planta']","['o', 'douglas', 'rt', 'scooby', 'falando', 'que', 'vai', 'voltar', 'gigante', 'do', 'paredão', 'e', 'chamando', 'a', 'naiara', 'de', 'planta']",é,2792
"RT @Naiarazevedo: ✅💸MUTIRÃO DOS 50 REAIS INICIADO💸✅

⚠️ Comente um emoji a cada 10 votos

⏰ Encerra 14h 
❌ O voto é para eliminar, votem no…","{'⚠️', '⏰', '✅', '💸', '❌'}",'alegria',6001,[0.41],[0.05],[0.39],[0.0],[0.15],[0.0],[0.0],"['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']","['rt', 'mutirão', 'dos', 'reais', 'iniciado', 'comente', 'um', 'emoji', 'a', 'cada', 'votos', 'encerra', 'o', 'voto', 'é', 'para', 'eliminar', 'votem', 'no']",voto,2691
