Tweet,Translate,Emoji,Sentiment
RT @bicmuller: Arthur Aguiar primeiro camarote #bbb22 https://t.co/NGxKGqwQ4b,RT @bicmuller: Arthur Aguiar primeiro camarote #bbb22 https://t.co/NGxKGqwQ4b,set(),0.0
RT @honeybqdger: arthur aguiar por favor nos de entretenimento e traia sua esposa pela 17° vez 🙏🏽,RT @honeybqdger: arthur aguiar por favor nos de entretenimento e traia sua esposa pela 17° vez 🙏🏽,{'🙏'},0.0
"RT @RicAmorim_: Legal que justo no dia que anunciam o Arthur Aguiar no BBB, o capítulo de Malhação acaba com o personagem dele sendo acusad…","RT @RicAmorim_: Legal que justo no dia que anunciam o Arthur Aguiar no BBB, o capítulo de Malhação acaba com o personagem dele sendo acusad…",set(),0.2
RT @Aguiarthur: Agora é oficial! Arthur Aguiar está no #BBB22 e ao CSI de plantão que acompanhou esse tão aguardado momento com dedo frenét…,RT @Aguiarthur: Agora é oficial! Arthur Aguiar está no #BBB22 e ao CSI de plantão que acompanhou esse tão aguardado momento com dedo frenét…,set(),0.0
RT @Eng_Lua: Arthur Aguiar e Pedro Scooby no BBB 🤡… chama o CNEN que a radiação tá grande!,RT @Eng_Lua: Arthur Aguiar e Pedro Scooby no BBB 🤡… chama o CNEN que a radiação tá grande!,{'🤡'},0.0
RT @giumagnani: ah mano vai tomar no cu arthur aguiar!!!!!!! nojento,RT @giumagnani: ah mano vai tomar no cu arthur aguiar!!!!!!! nojento,set(),0.0
"RT @Yuri02888230: @mamorettoo @joaoluizpedrosa Arthur Aguiar: ""... mostrar mais do meu lado atleta...""
Modalidade: Plantação de Chifre","RT @Yuri02888230: @mamorettoo @joaoluizpedrosa Arthur Aguiar: ""... mostrar mais do meu lado atleta...""
Modalidade: Plantação de Chifre",set(),0.0
"@lalisboaS Olha, eu não acredito que apostei no embuste do Arthur Aguiar. https://t.co/wJA0o7KxMK","@lalisboaS Olha, eu não acredito que apostei no embuste do Arthur Aguiar. https://t.co/wJA0o7KxMK",set(),0.0
Depois que anunciar todo mundo a gente começa o bolão de com quem o Arthur Aguiar vai chifrar a Mayra ao vivaço em rede nacional,Depois que anunciar todo mundo a gente começa o bolão de com quem o Arthur Aguiar vai chifrar a Mayra ao vivaço em rede nacional,set(),0.0
"Eu super torceria pro Scooby (ainda tem o plus da Luana Piovani, é entretenimento garantido) e acho que o Arthur Aguiar vai virar o jogo 🥶","Eu super torceria pro Scooby (ainda tem o plus da Luana Piovani, é entretenimento garantido) e acho que o Arthur Aguiar vai virar o jogo 🥶",{'🥶'},0.3333333333333333
"RT @caiopnd12: @bbb Eslovênia Herzegovina
Vinicius do vigor (da deep web)
Luciano ninfomaníaco Estevan
AgroLais Villa Mix
Arthur Aguiar 16…","RT @caiopnd12: @bbb Eslovênia Herzegovina
Vinicius do vigor (da deep web)
Luciano ninfomaníaco Estevan
AgroLais Villa Mix
Arthur Aguiar 16…",set(),0.0
RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,RT @PaolaDeboche: Mayra Cardi dando pronunciamento aqui fora quando Arthur Aguiar ficar com alguém no bbb. #BBB22 https://t.co/ODmmVpsvp0,set(),0.0
RT @_cacatuita: e veio ai. Pedro Scooby e Arthur Aguiar no BBB e Luana Piovani e Mayra Cardi aqui fora. o entretenimento que o brasileiro t…,RT @_cacatuita: e veio ai. Pedro Scooby e Arthur Aguiar no BBB e Luana Piovani e Mayra Cardi aqui fora. o entretenimento que o brasileiro t…,set(),0.0
"RT @ikauffmyself: teremos 2 lados do entretenimento 
LUANA PIOVANI E MAYRA CARDI nos stories
e PEDRO SCOOBY E ARTHUR AGUIAR lá dentro KKKKK…","RT @ikauffmyself: teremos 2 lados do entretenimento 
LUANA PIOVANI E MAYRA CARDI nos stories
e PEDRO SCOOBY E ARTHUR AGUIAR lá dentro KKKKK…",set(),0.0
"e não é q o Arthur Aguiar tá no BBB mesmo, gente? Não cansa de passar vergonha... 🥴","e não é q o Arthur Aguiar tá no BBB mesmo, gente? Não cansa de passar vergonha... 🥴",{'🥴'},0.0
"Arthur Aguiar e Pedro Scooby, meu senhor, a gente que lute tendo que aturar Maira Cardi e Luana Piovani aqui fora.… https://t.co/VzilLbizqd","Arthur Aguiar e Pedro Scooby, meu senhor, a gente que lute tendo que aturar Maira Cardi e Luana Piovani aqui fora.… https://t.co/VzilLbizqd",set(),0.0
"RT @LeandroMion: Pedro scooby e arthur aguiar, radiação altíssima no camarote","RT @LeandroMion: Pedro scooby e arthur aguiar, radiação altíssima no camarote",set(),0.0
"Arthur Aguiar, Pedro Scooby, vem ai Saulo Poncio pra completar a cota de traiu a mulher","Arthur Aguiar, Pedro Scooby, vem ai Saulo Poncio pra completar a cota de traiu a mulher",set(),0.0
"@DonaLuciaHexa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem tr… https://t.co/ig89PhVtzi","@DonaLuciaHexa Provas de resistência personalizadas:

Luciano: 30 minutos sem punheta
Arthur Aguiar: 2 horas sem tr… https://t.co/ig89PhVtzi",set(),0.0
